GX,GY,GZ,AX,AY,AZ,IDX
x: -033.551145 , y: +037.996214 , z: -021.362015, ax: 2124 , ay: 688 , az: -4218, index: 18
x: -032.875115 , y: +037.030107 , z: -021.173924, ax: 2576 , ay: -88 , az: -4964, index: 18
x: -032.320611 , y: +035.698198 , z: -020.943695, ax: 1786 , ay: 406 , az: -5096, index: 18
x: -031.892519 , y: +034.123237 , z: -020.496061, ax: 492 , ay: -228 , az: -5144, index: 18
x: -031.541374 , y: +032.335756 , z: -019.848733, ax: -398 , ay: -362 , az: -4918, index: 18
x: -031.262443 , y: +030.454412 , z: -019.247908, ax: -1668 , ay: -648 , az: -5252, index: 18
x: -031.049313 , y: +028.941740 , z: -018.900427, ax: -3066 , ay: -396 , az: -5212, index: 18
x: -030.713954 , y: +027.495145 , z: -018.600977, ax: -4656 , ay: 52 , az: -5084, index: 18
x: -030.293191 , y: +026.184000 , z: -018.088611, ax: -7030 , ay: 26 , az: -5350, index: 18
x: -029.928000 , y: +025.297282 , z: -017.405252, ax: -8098 , ay: -460 , az: -5112, index: 18
x: -029.651359 , y: +025.228885 , z: -017.049221, ax: -8522 , ay: -716 , az: -4688, index: 18
x: -029.441679 , y: +026.286260 , z: -017.239023, ax: -8862 , ay: -892 , az: -3982, index: 18
x: -029.249313 , y: +028.187328 , z: -017.689710, ax: -8038 , ay: -844 , az: -2020, index: 18
x: -028.834443 , y: +031.372916 , z: -017.966076, ax: -5168 , ay: -1124 , az: 922, index: 18
x: -028.270779 , y: +035.260550 , z: -018.150504, ax: 3130 , ay: -2384 , az: 2030, index: 18
x: -027.954015 , y: +038.473069 , z: -018.968702, ax: 12750 , ay: -5248 , az: 2804, index: 18
x: -028.230656 , y: +039.802534 , z: -020.259084, ax: 12742 , ay: -4286 , az: 3144, index: 18
x: -028.687847 , y: +039.354321 , z: -020.556611, ax: 7702 , ay: -1678 , az: 2894, index: 18
x: -028.939450 , y: +037.576000 , z: -019.862870, ax: 3452 , ay: -512 , az: 1390, index: 18
x: -029.036550 , y: +035.693863 , z: -019.430504, ax: 664 , ay: -650 , az: -516, index: 18
x: -029.062809 , y: +034.732641 , z: -019.996611, ax: -1624 , ay: -994 , az: -1912, index: 18
x: -029.169893 , y: +034.409466 , z: -020.771206, ax: -3370 , ay: -498 , az: -3062, index: 18
x: -029.344550 , y: +034.132824 , z: -020.933038, ax: -2904 , ay: -320 , az: -3334, index: 18
x: -029.568977 , y: +033.826962 , z: -020.774015, ax: -2246 , ay: -772 , az: -3388, index: 18
x: -029.769893 , y: +033.729252 , z: -020.844855, ax: -1736 , ay: -860 , az: -3312, index: 18
x: -029.948794 , y: +033.942779 , z: -021.199450, ax: -2036 , ay: -722 , az: -3604, index: 18
x: -030.271237 , y: +034.403237 , z: -021.744183, ax: -2078 , ay: -608 , az: -3606, index: 18
x: -030.530290 , y: +035.261832 , z: -022.387969, ax: -2116 , ay: 166 , az: -3106, index: 18
x: -030.620672 , y: +035.903053 , z: -022.758656, ax: -1736 , ay: 542 , az: -3188, index: 18
x: -030.634779 , y: +036.211481 , z: -022.649649, ax: -1162 , ay: 408 , az: -3878, index: 18
x: -030.492489 , y: +036.303084 , z: -022.318656, ax: -368 , ay: -526 , az: -3740, index: 18
x: -030.483328 , y: +036.337893 , z: -022.104916, ax: 12 , ay: -1500 , az: -4668, index: 18
x: -030.825924 , y: +036.504611 , z: -021.994382, ax: -304 , ay: -1460 , az: -4656, index: 18
x: -031.221557 , y: +036.792519 , z: -021.745588, ax: -142 , ay: -554 , az: -3842, index: 18
x: -031.625221 , y: +036.784580 , z: -021.254595, ax: -558 , ay: -660 , az: -3788, index: 18
x: -032.135145 , y: +036.537863 , z: -020.557802, ax: -486 , ay: -542 , az: -3952, index: 18
x: -032.679542 , y: +036.465405 , z: -020.161527, ax: 374 , ay: -720 , az: -3872, index: 18
x: -033.291450 , y: +036.760977 , z: -020.604275, ax: 722 , ay: -1262 , az: -4732, index: 18
x: -034.122595 , y: +037.496855 , z: -021.729771, ax: -634 , ay: -368 , az: -3980, index: 18
x: -034.634351 , y: +038.508763 , z: -022.891298, ax: -1590 , ay: 406 , az: -2666, index: 18
x: -034.957527 , y: +039.105740 , z: -023.583817, ax: -906 , ay: 454 , az: -3062, index: 18
x: -035.116916 , y: +039.416580 , z: -024.078473, ax: -1266 , ay: 412 , az: -3012, index: 18
x: -035.174931 , y: +039.999786 , z: -024.516336, ax: -1646 , ay: 488 , az: -3082, index: 18
x: -035.277527 , y: +040.435206 , z: -024.581069, ax: -880 , ay: 126 , az: -3106, index: 18
x: -035.441191 , y: +040.053527 , z: -024.050382, ax: -200 , ay: 196 , az: -2132, index: 18
x: -035.502870 , y: +039.193069 , z: -023.045191, ax: -976 , ay: 2 , az: -2626, index: 18
x: -035.739206 , y: +038.509710 , z: -021.933740, ax: 704 , ay: -654 , az: -4322, index: 18
x: -036.079969 , y: +038.173221 , z: -020.979237, ax: 420 , ay: -390 , az: -3570, index: 18
x: -036.318748 , y: +038.032153 , z: -020.490687, ax: 726 , ay: -36 , az: -2808, index: 18
x: -036.301649 , y: +038.052916 , z: -020.458931, ax: 750 , ay: 104 , az: -2470, index: 18
x: -036.145924 , y: +037.952763 , z: -020.628702, ax: 396 , ay: -362 , az: -2812, index: 18
x: -035.941344 , y: +037.866046 , z: -020.764275, ax: -402 , ay: -476 , az: -3296, index: 18
x: -035.852183 , y: +037.812305 , z: -020.879084, ax: -372 , ay: -582 , az: -3240, index: 18
x: -035.839969 , y: +037.619939 , z: -021.073282, ax: -406 , ay: -384 , az: -2922, index: 18
x: -035.757893 , y: +037.326260 , z: -020.988000, ax: -1414 , ay: 2 , az: -2908, index: 18
x: -035.637802 , y: +036.859237 , z: -020.461802, ax: -1076 , ay: -68 , az: -2728, index: 18
x: -035.500580 , y: +036.132092 , z: -019.680153, ax: -1138 , ay: -932 , az: -3106, index: 18
x: -035.599511 , y: +035.507359 , z: -018.917405, ax: -962 , ay: -1422 , az: -3910, index: 18
x: -035.895115 , y: +034.710321 , z: -017.976733, ax: -656 , ay: -876 , az: -3118, index: 18
x: -035.862137 , y: +033.846198 , z: -017.226809, ax: -78 , ay: -604 , az: -2200, index: 18
x: -035.526260 , y: +033.210473 , z: -016.933069, ax: 98 , ay: -1398 , az: -3362, index: 18
x: -035.252672 , y: +033.225130 , z: -017.126046, ax: -726 , ay: -1196 , az: -4338, index: 18
x: -035.109679 , y: +033.854168 , z: -017.612092, ax: -530 , ay: -992 , az: -3946, index: 18
x: -035.035786 , y: +034.305466 , z: -018.184916, ax: -458 , ay: -706 , az: -3416, index: 18
x: -034.901435 , y: +034.524702 , z: -018.640489, ax: -406 , ay: -572 , az: -3266, index: 18
x: -034.707145 , y: +034.901740 , z: -019.109863, ax: -814 , ay: -678 , az: -3566, index: 18
x: -034.673557 , y: +035.235786 , z: -019.302840, ax: -1290 , ay: -678 , az: -3374, index: 18
x: -034.709466 , y: +035.206931 , z: -019.175878, ax: -664 , ay: -678 , az: -3066, index: 18
x: -034.703969 , y: +035.023725 , z: -019.130687, ax: -362 , ay: -762 , az: -3246, index: 18
x: -034.711908 , y: +034.955939 , z: -019.142290, ax: -736 , ay: -632 , az: -3212, index: 18
x: -034.705496 , y: +034.891817 , z: -019.099328, ax: -842 , ay: -738 , az: -3498, index: 18
x: -034.750687 , y: +034.977313 , z: -019.161008, ax: -626 , ay: -750 , az: -3540, index: 18
x: -034.824580 , y: +035.106779 , z: -019.223298, ax: -1176 , ay: -504 , az: -3150, index: 18
x: -034.770718 , y: +035.148458 , z: -019.134168, ax: -662 , ay: -350 , az: -2700, index: 18
x: -034.726137 , y: +034.978076 , z: -018.808061, ax: -618 , ay: -710 , az: -3528, index: 18
x: -034.737740 , y: +034.740519 , z: -018.440427, ax: -574 , ay: -796 , az: -3466, index: 18
x: -034.767237 , y: +034.701405 , z: -018.211511, ax: -660 , ay: -804 , az: -3328, index: 18
x: -034.767237 , y: +034.836977 , z: -018.101588, ax: -630 , ay: -722 , az: -3014, index: 18
x: -034.694565 , y: +035.027511 , z: -018.096702, ax: -478 , ay: -734 , az: -3256, index: 18
x: -034.574656 , y: +035.144855 , z: -018.118504, ax: -374 , ay: -694 , az: -3258, index: 18
x: -034.499542 , y: +035.212031 , z: -018.127664, ax: -674 , ay: -890 , az: -3372, index: 18
x: -034.492824 , y: +035.334168 , z: -018.220489, ax: -472 , ay: -960 , az: -3376, index: 18
x: -034.519756 , y: +035.554748 , z: -018.447481, ax: -412 , ay: -866 , az: -3368, index: 18
x: -034.500824 , y: +035.780092 , z: -018.675878, ax: -460 , ay: -656 , az: -3144, index: 18
x: -034.454412 , y: +035.841771 , z: -018.778473, ax: -834 , ay: -662 , az: -3088, index: 18
x: -034.429985 , y: +035.916275 , z: -018.817557, ax: -572 , ay: -960 , az: -3348, index: 18
x: -034.483206 , y: +036.170198 , z: -019.065710, ax: -66 , ay: -968 , az: -3346, index: 18
x: -034.521069 , y: +036.513405 , z: -019.536550, ax: -308 , ay: -630 , az: -2994, index: 18
x: -034.481374 , y: +036.810198 , z: -019.895023, ax: -972 , ay: -370 , az: -2894, index: 18
x: -034.422137 , y: +037.014779 , z: -019.998840, ax: -714 , ay: -626 , az: -3146, index: 18
x: -034.409313 , y: +037.191756 , z: -020.068092, ax: -244 , ay: -858 , az: -3148, index: 18
x: -034.462443 , y: +037.322443 , z: -020.279389, ax: -94 , ay: -802 , az: -3104, index: 18
x: -034.505802 , y: +037.468397 , z: -020.642748, ax: -460 , ay: -402 , az: -3082, index: 18
x: -034.470992 , y: +037.643664 , z: -020.909618, ax: -922 , ay: -148 , az: -2704, index: 18
x: -034.403664 , y: +037.732794 , z: -020.982076, ax: -650 , ay: -534 , az: -2964, index: 18
x: -034.395725 , y: +037.789588 , z: -021.002840, ax: -336 , ay: -710 , az: -3068, index: 18
x: -034.370076 , y: +037.889130 , z: -021.177496, ax: 60 , ay: -346 , az: -2758, index: 18
x: -034.290687 , y: +038.008214 , z: -021.558565, ax: 84 , ay: -336 , az: -2832, index: 18
x: -034.211908 , y: +038.163939 , z: -022.038565, ax: -492 , ay: -410 , az: -2964, index: 18
x: -034.163664 , y: +038.273863 , z: -022.373832, ax: -946 , ay: -292 , az: -2872, index: 18


x: -033.031237 , y: +038.438198 , z: -023.244366, ax: -58 , ay: -478 , az: -3080, index: 18
x: -032.900550 , y: +038.067511 , z: -023.171084, ax: 236 , ay: -302 , az: -3664, index: 18
x: -032.721618 , y: +037.610107 , z: -022.920702, ax: 832 , ay: 2 , az: -3726, index: 18
x: -032.494443 , y: +036.981099 , z: -022.542687, ax: 1022 , ay: 38 , az: -3636, index: 18
x: -032.296611 , y: +036.170626 , z: -022.205618, ax: 1908 , ay: -82 , az: -4376, index: 18
x: -032.047450 , y: +035.097649 , z: -021.995542, ax: 1838 , ay: -64 , az: -4630, index: 18
x: -031.729282 , y: +033.833527 , z: -021.820275, ax: 626 , ay: 218 , az: -4622, index: 18
x: -031.298137 , y: +032.387420 , z: -021.439206, ax: -598 , ay: 304 , az: -4944, index: 18
x: -030.809588 , y: +030.929710 , z: -021.029435, ax: -1006 , ay: -290 , az: -5370, index: 18
x: -030.381893 , y: +029.474137 , z: -020.849893, ax: -2042 , ay: -874 , az: -5790, index: 18
x: -030.107084 , y: +028.055511 , z: -020.604397, ax: -4216 , ay: -570 , az: -6088, index: 18
x: -029.855084 , y: +026.669191 , z: -019.931115, ax: -6218 , ay: -344 , az: -6012, index: 18
x: -029.663359 , y: +025.584885 , z: -018.916702, ax: -7078 , ay: -600 , az: -5938, index: 18
x: -029.543053 , y: +025.105496 , z: -018.087389, ax: -6880 , ay: -1114 , az: -5760, index: 18
x: -029.549466 , y: +025.272214 , z: -017.753313, ax: -7116 , ay: -1418 , az: -5148, index: 18
x: -029.605893 , y: +026.377679 , z: -017.829618, ax: -7272 , ay: -1488 , az: -3660, index: 18
x: -029.679634 , y: +028.358412 , z: -017.643664, ax: -5890 , ay: -1806 , az: -1560, index: 18
x: -029.729099 , y: +030.671084 , z: -017.158779, ax: -720 , ay: -2002 , az: 250, index: 18
x: -030.107725 , y: +032.611237 , z: -016.378931, ax: 4596 , ay: -3730 , az: 2292, index: 18
x: -030.701496 , y: +033.559603 , z: -015.228580, ax: 9798 , ay: -4226 , az: 3316, index: 18
x: -031.045924 , y: +033.015481 , z: -014.325374, ax: 12628 , ay: -3350 , az: 3104, index: 18
x: -031.124794 , y: +031.467573 , z: -014.318962, ax: 7856 , ay: -2600 , az: 596, index: 18
x: -031.072275 , y: +030.045282 , z: -014.747664, ax: 472 , ay: -1258 , az: -338, index: 18
x: -030.946473 , y: +029.264824 , z: -015.291176, ax: -2564 , ay: -880 , az: -1288, index: 18
x: -030.903115 , y: +028.933832 , z: -015.678351, ax: -2010 , ay: -1342 , az: -2806, index: 18
x: -031.015969 , y: +028.680550 , z: -015.991908, ax: -1826 , ay: -1394 , az: -3058, index: 18
x: -031.158962 , y: +028.616427 , z: -016.341374, ax: -2496 , ay: -828 , az: -3094, index: 18
x: -031.203847 , y: +028.654901 , z: -016.658779, ax: -2352 , ay: -328 , az: -3382, index: 18
x: -031.162931 , y: +028.619481 , z: -016.955573, ax: -1966 , ay: -666 , az: -4144, index: 18
x: -031.171908 , y: +028.619481 , z: -017.373008, ax: -1982 , ay: -778 , az: -4270, index: 18
x: -031.233588 , y: +028.783756 , z: -017.856672, ax: -2278 , ay: -628 , az: -4408, index: 18
x: -031.243206 , y: +029.308275 , z: -018.511359, ax: -2324 , ay: -376 , az: -4486, index: 18
x: -031.240153 , y: +029.932397 , z: -019.106168, ax: -2032 , ay: -706 , az: -5190, index: 18
x: -031.161282 , y: +030.607603 , z: -019.628763, ax: -1326 , ay: 2 , az: -4946, index: 18
x: -031.045252 , y: +031.055847 , z: -019.961588, ax: -756 , ay: -358 , az: -4684, index: 18
x: -030.814412 , y: +031.498595 , z: -020.285252, ax: -852 , ay: -534 , az: -4778, index: 18
x: -030.609832 , y: +032.029893 , z: -020.664489, ax: -776 , ay: -1054 , az: -5184, index: 18
x: -030.518779 , y: +032.573008 , z: -021.062687, ax: -516 , ay: -1344 , az: -5256, index: 18
x: -030.515725 , y: +033.001710 , z: -021.401008, ax: -872 , ay: -1084 , az: -4856, index: 18
x: -030.540092 , y: +033.349252 , z: -021.611969, ax: -1274 , ay: -778 , az: -4342, index: 18
x: -030.555481 , y: +033.567908 , z: -021.639542, ax: -1078 , ay: -642 , az: -4250, index: 18
x: -030.504794 , y: +033.834168 , z: -021.708550, ax: -800 , ay: -648 , az: -4174, index: 18
x: -030.472733 , y: +034.175298 , z: -021.886809, ax: -572 , ay: -838 , az: -3980, index: 18
x: -030.513038 , y: +034.446443 , z: -022.064519, ax: -368 , ay: -1050 , az: -3794, index: 18
x: -030.563725 , y: +034.680336 , z: -022.202534, ax: -82 , ay: -870 , az: -3646, index: 18
x: -030.659603 , y: +034.806137 , z: -022.314290, ax: -464 , ay: -716 , az: -3778, index: 18
x: -030.763481 , y: +034.837557 , z: -022.294412, ax: -892 , ay: -394 , az: -3776, index: 18
x: -030.822718 , y: +034.824122 , z: -022.177771, ax: -616 , ay: -414 , az: -3818, index: 18
x: -030.830656 , y: +034.792977 , z: -022.088611, ax: -480 , ay: -464 , az: -3806, index: 18
x: -030.779359 , y: +034.775664 , z: -022.121313, ax: -314 , ay: -636 , az: -3850, index: 18
x: -030.767145 , y: +034.851389 , z: -022.295359, ax: -484 , ay: -826 , az: -3792, index: 18
x: -030.812947 , y: +034.931389 , z: -022.391847, ax: -806 , ay: -666 , az: -3480, index: 18
x: -030.912336 , y: +034.877527 , z: -022.278992, ax: -422 , ay: -788 , az: -3526, index: 18
x: -031.050962 , y: +034.755389 , z: -022.163573, ax: -300 , ay: -574 , az: -3310, index: 18
x: -031.185924 , y: +034.687603 , z: -022.191053, ax: -546 , ay: -426 , az: -3216, index: 18
x: -031.266718 , y: +034.731847 , z: -022.318656, ax: -676 , ay: -252 , az: -2980, index: 18
x: -031.327786 , y: +034.792305 , z: -022.448122, ax: -628 , ay: -490 , az: -2954, index: 18
x: -031.376641 , y: +034.815511 , z: -022.437740, ax: -1310 , ay: -250 , az: -2996, index: 18
x: -031.411908 , y: +034.826412 , z: -022.231908, ax: -986 , ay: -284 , az: -3072, index: 18
x: -031.468702 , y: +034.883206 , z: -022.089008, ax: -546 , ay: -498 , az: -3128, index: 18
x: -031.539542 , y: +035.032824 , z: -022.103053, ax: -482 , ay: -496 , az: -3054, index: 18
x: -031.592122 , y: +035.261099 , z: -022.225527, ax: -632 , ay: -370 , az: -3094, index: 18
x: -031.614718 , y: +035.512702 , z: -022.318351, ax: -750 , ay: -346 , az: -3132, index: 18
x: -031.622656 , y: +035.720947 , z: -022.309191, ax: -560 , ay: -392 , az: -3126, index: 18
x: -031.634198 , y: +035.769038 , z: -022.118107, ax: -388 , ay: -376 , az: -3156, index: 18
x: -031.626260 , y: +035.787359 , z: -021.987420, ax: 44 , ay: -604 , az: -3218, index: 18
x: -031.572519 , y: +035.910718 , z: -022.084519, ax: -150 , ay: -552 , az: -3162, index: 18
x: -031.515725 , y: +036.085374 , z: -022.228641, ax: -396 , ay: -574 , az: -3282, index: 18
x: -031.457099 , y: +036.341252 , z: -022.403908, ax: -296 , ay: -672 , az: -3334, index: 18
x: -031.444916 , y: +036.609924 , z: -022.566137, ax: -582 , ay: -626 , az: -3384, index: 18
x: -031.464458 , y: +036.777863 , z: -022.602168, ax: -740 , ay: -228 , az: -3294, index: 18
x: -031.443695 , y: +036.974504 , z: -022.624153, ax: -648 , ay: -464 , az: -3116, index: 18
x: -031.452672 , y: +037.233557 , z: -022.799206, ax: -370 , ay: -478 , az: -3126, index: 18
x: -031.478321 , y: +037.457679 , z: -023.028824, ax: -476 , ay: -436 , az: -2930, index: 18
x: -031.512519 , y: +037.513252 , z: -023.130809, ax: -794 , ay: -356 , az: -2760, index: 18
x: -031.521679 , y: +037.458290 , z: -023.048366, ax: -872 , ay: -300 , az: -2866, index: 18
x: -031.538351 , y: +037.413405 , z: -022.918198, ax: -630 , ay: -262 , az: -2968, index: 18
x: -031.548733 , y: +037.428672 , z: -022.854687, ax: -428 , ay: -276 , az: -3018, index: 18
x: -031.560947 , y: +037.450656 , z: -022.864458, ax: -376 , ay: -406 , az: -2948, index: 18
x: -031.567359 , y: +037.566718 , z: -022.901649, ax: -478 , ay: -392 , az: -2928, index: 18
x: -031.556366 , y: +037.762748 , z: -022.984092, ax: -142 , ay: -418 , az: -2880, index: 18
x: -031.559420 , y: +037.831145 , z: -023.092183, ax: -182 , ay: -312 , az: -2880, index: 18
x: -031.554931 , y: +037.761893 , z: -023.110137, ax: -628 , ay: -212 , az: -2824, index: 18
x: -031.545160 , y: +037.706931 , z: -023.072885, ax: -528 , ay: -256 , az: -2964, index: 18
x: -031.518290 , y: +037.661130 , z: -023.086931, ax: -320 , ay: -422 , az: -2860, index: 18
x: -031.496489 , y: +037.620733 , z: -023.093985, ax: -724 , ay: -376 , az: -2804, index: 18
x: -031.520305 , y: +037.559664 , z: -022.941924, ax: -776 , ay: -434 , az: -2980, index: 18
x: -031.563053 , y: +037.523023 , z: -022.779481, ax: -278 , ay: -412 , az: -2932, index: 18
x: -031.567328 , y: +037.560885 , z: -022.796580, ax: -166 , ay: -316 , az: -2874, index: 18
x: -031.555145 , y: +037.560885 , z: -022.923542, ax: -448 , ay: -284 , az: -2860, index: 18
x: -031.530107 , y: +037.548061 , z: -022.975450, ax: -636 , ay: -314 , az: -2860, index: 18
x: -031.520947 , y: +037.548061 , z: -022.984611, ax: -326 , ay: -496 , az: -2984, index: 18
x: -031.520947 , y: +037.519206 , z: -022.994870, ax: -368 , ay: -404 , az: -2964, index: 18
x: -031.513618 , y: +037.480122 , z: -022.971053, ax: -584 , ay: -308 , az: -2996, index: 18
x: -031.481252 , y: +037.495389 , z: -022.992427, ax: -400 , ay: -308 , az: -2974, index: 18
x: -031.445344 , y: +037.544122 , z: -023.120031, ax: -328 , ay: -332 , az: -2886, index: 18
x: -031.396489 , y: +037.563053 , z: -023.215298, ax: -650 , ay: -402 , az: -2938, index: 18
x: -031.383664 , y: +037.585649 , z: -023.198198, ax: -760 , ay: -442 , az: -2950, index: 18
x: -031.409954 , y: +037.679267 , z: -023.164214, ax: -416 , ay: -464 , az: -2976, index: 18
x: -031.428275 , y: +037.775756 , z: -023.211847, ax: -442 , ay: -280 , az: -2888, index: 18


x: -031.481618 , y: +042.332977 , z: -024.293679, ax: 1566 , ay: -672 , az: -3436, index: 18
x: -031.600244 , y: +041.811664 , z: -024.203908, ax: 1476 , ay: 614 , az: -3400, index: 18
x: -031.373069 , y: +040.981130 , z: -023.653679, ax: 1788 , ay: 1398 , az: -4774, index: 18
x: -030.766046 , y: +039.918534 , z: -022.839023, ax: 2370 , ay: 930 , az: -5032, index: 18
x: -029.994748 , y: +038.598840 , z: -022.121466, ax: 2466 , ay: -580 , az: -5190, index: 18
x: -029.383450 , y: +036.800366 , z: -021.521771, ax: 2078 , ay: -2056 , az: -5312, index: 18
x: -029.041038 , y: +034.602901 , z: -020.996611, ax: -60 , ay: -1574 , az: -5264, index: 18
x: -028.813252 , y: +032.761069 , z: -020.236916, ax: -1596 , ay: -740 , az: -4910, index: 18
x: -028.565099 , y: +030.795084 , z: -019.114137, ax: -1972 , ay: -308 , az: -4328, index: 18
x: -028.179084 , y: +028.768183 , z: -017.942626, ax: -3054 , ay: -212 , az: -4406, index: 18
x: -027.707634 , y: +026.988641 , z: -016.822015, ax: -4988 , ay: -628 , az: -4740, index: 18
x: -027.357527 , y: +025.402260 , z: -015.699878, ax: -6352 , ay: -1324 , az: -4838, index: 18
x: -027.244550 , y: +024.447756 , z: -014.778351, ax: -7644 , ay: -1220 , az: -4952, index: 18
x: -027.199023 , y: +024.225893 , z: -013.908214, ax: -8534 , ay: -1132 , az: -4332, index: 18
x: -027.167603 , y: +024.776061 , z: -013.194534, ax: -9120 , ay: -1560 , az: -3728, index: 18
x: -027.270198 , y: +026.123267 , z: -012.557160, ax: -8778 , ay: -2490 , az: -2034, index: 18
x: -027.525405 , y: +028.790107 , z: -012.342351, ax: -5300 , ay: -3146 , az: 442, index: 18
x: -027.714718 , y: +031.988885 , z: -012.551206, ax: 1976 , ay: -3162 , az: 2392, index: 18
x: -028.017008 , y: +034.194076 , z: -012.745405, ax: 8864 , ay: -3620 , az: 1824, index: 18
x: -028.708885 , y: +034.862229 , z: -012.936489, ax: 10372 , ay: -3792 , az: 3278, index: 18
x: -029.069191 , y: +034.547115 , z: -012.828397, ax: 8526 , ay: -2374 , az: 2414, index: 18
x: -029.391725 , y: +033.358290 , z: -012.440458, ax: 4668 , ay: -1482 , az: -326, index: 18
x: -029.568214 , y: +032.133252 , z: -012.284122, ax: 1050 , ay: -532 , az: -344, index: 18
x: -029.657374 , y: +031.427908 , z: -012.614504, ax: -1124 , ay: -744 , az: -1756, index: 18
x: -029.796519 , y: +031.177191 , z: -013.180061, ax: -1326 , ay: -934 , az: -2852, index: 18
x: -029.883237 , y: +030.870626 , z: -013.657008, ax: -940 , ay: -1210 , az: -3306, index: 18
x: -029.942870 , y: +030.419847 , z: -014.134076, ax: -1578 , ay: -1576 , az: -3500, index: 18
x: -030.063176 , y: +030.297099 , z: -014.636061, ax: -2268 , ay: -1886 , az: -3790, index: 18
x: -030.283756 , y: +030.504214 , z: -015.270870, ax: -2154 , ay: -1348 , az: -4080, index: 18
x: -030.412641 , y: +030.795328 , z: -015.964031, ax: -1706 , ay: -726 , az: -3860, index: 18
x: -030.404305 , y: +030.833802 , z: -016.482137, ax: -2134 , ay: -614 , az: -4052, index: 18
x: -030.274840 , y: +030.952275 , z: -016.951756, ax: -2128 , ay: -682 , az: -4334, index: 18
x: -030.138901 , y: +031.442168 , z: -017.664153, ax: -1874 , ay: -826 , az: -4586, index: 18
x: -030.083328 , y: +032.094382 , z: -018.579573, ax: -1652 , ay: -1400 , az: -5162, index: 18
x: -030.126931 , y: +032.690718 , z: -019.374687, ax: -1236 , ay: -1214 , az: -5218, index: 18
x: -030.167328 , y: +032.979267 , z: -019.711969, ax: -1110 , ay: -974 , az: -4866, index: 18
x: -030.163481 , y: +033.167786 , z: -019.838931, ax: -1276 , ay: -962 , az: -4560, index: 18
x: -030.158595 , y: +033.438321 , z: -019.939695, ax: -1620 , ay: -968 , az: -4752, index: 18
x: -030.187450 , y: +033.808305 , z: -020.069863, ax: -1280 , ay: -1252 , az: -4764, index: 18
x: -030.286198 , y: +034.203298 , z: -020.234015, ax: -1064 , ay: -1536 , az: -4758, index: 18
x: -030.450473 , y: +034.661924 , z: -020.401954, ax: -1220 , ay: -1282 , az: -4116, index: 18
x: -030.585130 , y: +035.199267 , z: -020.428244, ax: -832 , ay: -780 , az: -3786, index: 18
x: -030.593466 , y: +035.528214 , z: -020.233954, ax: -330 , ay: -642 , az: -3572, index: 18
x: -030.542779 , y: +035.664397 , z: -019.996397, ax: -212 , ay: -1064 , az: -3842, index: 18
x: -030.531786 , y: +035.884244 , z: -019.904794, ax: -282 , ay: -1168 , az: -3764, index: 18
x: -030.534992 , y: +036.190107 , z: -020.008031, ax: -236 , ay: -966 , az: -3750, index: 18
x: -030.527664 , y: +036.404458 , z: -020.116733, ax: -368 , ay: -666 , az: -3682, index: 18
x: -030.468672 , y: +036.571176 , z: -020.180855, ax: -926 , ay: -498 , az: -3538, index: 18
x: -030.402718 , y: +036.718351 , z: -020.070931, ax: -1164 , ay: -630 , az: -3400, index: 18
x: -030.351420 , y: +037.039603 , z: -020.053618, ax: -348 , ay: -990 , az: -3370, index: 18
x: -030.335542 , y: +037.388916 , z: -020.234382, ax: 158 , ay: -998 , az: -3214, index: 18
x: -030.342260 , y: +037.554412 , z: -020.493924, ax: 24 , ay: -952 , az: -3080, index: 18
x: -030.342260 , y: +037.580672 , z: -020.626443, ax: -610 , ay: -682 , az: -3010, index: 18
x: -030.351420 , y: +037.640519 , z: -020.578198, ax: -454 , ay: -1028 , az: -3136, index: 18
x: -030.408489 , y: +037.731573 , z: -020.492916, ax: -176 , ay: -1134 , az: -3164, index: 18
x: -030.498260 , y: +037.731573 , z: -020.389710, ax: -718 , ay: -1008 , az: -2926, index: 18
x: -030.620092 , y: +037.752733 , z: -020.272366, ax: -784 , ay: -902 , az: -3044, index: 18
x: -030.758718 , y: +037.945099 , z: -020.398168, ax: -284 , ay: -960 , az: -3224, index: 18
x: -030.890015 , y: +038.159450 , z: -020.624733, ax: -136 , ay: -810 , az: -2812, index: 18
x: -030.968885 , y: +038.137008 , z: -020.586260, ax: -732 , ay: -568 , az: -2542, index: 18
x: -030.987206 , y: +038.128458 , z: -020.387176, ax: -520 , ay: -658 , az: -2928, index: 18
x: -030.973160 , y: +038.256702 , z: -020.421985, ax: -138 , ay: -762 , az: -2918, index: 18
x: -030.934687 , y: +038.394565 , z: -020.622046, ax: -442 , ay: -746 , az: -2988, index: 18
x: -030.873618 , y: +038.627237 , z: -020.648305, ax: -592 , ay: -854 , az: -2950, index: 18
x: -030.834534 , y: +038.870290 , z: -020.418687, ax: -838 , ay: -900 , az: -2990, index: 18
x: -030.888275 , y: +038.991817 , z: -020.080366, ax: -598 , ay: -914 , az: -2978, index: 18
x: -031.058840 , y: +038.989252 , z: -019.766168, ax: -58 , ay: -1208 , az: -3126, index: 18
x: -031.151053 , y: +039.053985 , z: -019.721588, ax: -42 , ay: -838 , az: -2672, index: 18
x: -031.225557 , y: +039.144977 , z: -019.859603, ax: 76 , ay: -1104 , az: -2856, index: 18
x: -031.364794 , y: +039.111389 , z: -020.020824, ax: -552 , ay: -744 , az: -2862, index: 18
