GX,GY,GZ,AX,AY,AZ,IDX
x: -010.454809 , y: +025.745069 , z: +029.173802, ax: -76 , ay: -1062 , az: -2470, index: 19
x: -010.486565 , y: +025.820183 , z: +029.099298, ax: -154 , ay: -916 , az: -2144, index: 19
x: -010.467634 , y: +025.858046 , z: +029.082809, ax: -574 , ay: -920 , az: -2284, index: 19
x: -010.496336 , y: +025.896519 , z: +029.189679, ax: -428 , ay: -1110 , az: -2450, index: 19
x: -010.530534 , y: +025.943542 , z: +029.255023, ax: -302 , ay: -1232 , az: -2284, index: 19
x: -010.570840 , y: +026.016214 , z: +029.255023, ax: -354 , ay: -1056 , az: -2400, index: 19
x: -010.586870 , y: +026.064947 , z: +029.255023, ax: -482 , ay: -996 , az: -2350, index: 19
x: -010.614962 , y: +026.138229 , z: +029.262351, ax: -488 , ay: -1228 , az: -2438, index: 19
x: -010.657099 , y: +026.214565 , z: +029.266626, ax: -380 , ay: -1220 , az: -2280, index: 19
x: -010.709618 , y: +026.280519 , z: +029.322198, ax: -382 , ay: -1144 , az: -2334, index: 19
x: -010.734626 , y: +026.346565 , z: +029.363878, ax: -182 , ay: -1072 , az: -2228, index: 19
x: -010.702870 , y: +026.428397 , z: +029.338229, ax: -196 , ay: -1036 , az: -2308, index: 19
x: -010.652183 , y: +026.494351 , z: +029.291206, ax: -126 , ay: -1222 , az: -2404, index: 19
x: -010.666290 , y: +026.537954 , z: +029.252092, ax: -164 , ay: -1334 , az: -2398, index: 19
x: -010.694992 , y: +026.520855 , z: +029.285069, ax: -318 , ay: -1124 , az: -2280, index: 19
x: -010.692550 , y: +026.483603 , z: +029.352855, ax: -334 , ay: -1116 , az: -2306, index: 19
x: -010.681557 , y: +026.462229 , z: +029.374840, ax: -182 , ay: -1270 , az: -2410, index: 19
x: -010.700794 , y: +026.439786 , z: +029.354321, ax: -356 , ay: -1320 , az: -2328, index: 19
x: -010.725221 , y: +026.427573 , z: +029.354321, ax: -312 , ay: -1230 , az: -2272, index: 19
x: -010.733771 , y: +026.402534 , z: +029.365313, ax: -382 , ay: -1114 , az: -2198, index: 19
x: -010.751725 , y: +026.402534 , z: +029.403786, ax: -460 , ay: -1112 , az: -2370, index: 19
x: -010.769435 , y: +026.434290 , z: +029.419664, ax: -350 , ay: -1052 , az: -2122, index: 19
x: -010.784092 , y: +026.442840 , z: +029.450198, ax: -268 , ay: -1084 , az: -2240, index: 19
x: -010.787939 , y: +026.431939 , z: +029.407878, ax: -158 , ay: -1120 , az: -2214, index: 19
x: -010.805649 , y: +026.421557 , z: +029.371237, ax: -496 , ay: -1124 , az: -2362, index: 19
x: -010.792214 , y: +026.421557 , z: +029.291237, ax: -404 , ay: -1098 , az: -2336, index: 19
x: -010.824916 , y: +026.458107 , z: +029.280336, ax: -578 , ay: -1004 , az: -2348, index: 19
x: -010.849954 , y: +026.499634 , z: +029.256519, ax: -148 , ay: -1018 , az: -2266, index: 19
x: -010.859725 , y: +026.511237 , z: +029.232092, ax: -308 , ay: -968 , az: -2274, index: 19
x: -010.859725 , y: +026.511237 , z: +029.246137, ax: -340 , ay: -1042 , az: -2228, index: 19
x: -010.853954 , y: +026.498412 , z: +029.262809, ax: -190 , ay: -1120 , az: -2272, index: 19
x: -010.809985 , y: +026.494137 , z: +029.236550, ax: -178 , ay: -1066 , az: -2254, index: 19
x: -010.769679 , y: +026.479481 , z: +029.165710, ax: -318 , ay: -1180 , az: -2342, index: 19
x: -010.736092 , y: +026.483756 , z: +029.101588, ax: -436 , ay: -1166 , az: -2362, index: 19
x: -010.712366 , y: +026.490809 , z: +029.074015, ax: -444 , ay: -1154 , az: -2314, index: 19
x: -010.695878 , y: +026.487756 , z: +029.102718, ax: -308 , ay: -1184 , az: -2338, index: 19
x: -010.690992 , y: +026.465160 , z: +029.150351, ax: -334 , ay: -1148 , az: -2224, index: 19
x: -010.660855 , y: +026.474779 , z: +029.170229, ax: -274 , ay: -1142 , az: -2304, index: 19
x: -010.623603 , y: +026.481496 , z: +029.116489, ax: -208 , ay: -1214 , az: -2258, index: 19
x: -010.610168 , y: +026.456458 , z: +029.121374, ax: -432 , ay: -1094 , az: -2340, index: 19
x: -010.599908 , y: +026.421191 , z: +029.161771, ax: -364 , ay: -1162 , az: -2308, index: 19
x: -010.599908 , y: +026.424855 , z: +029.173374, ax: -434 , ay: -1124 , az: -2272, index: 19
x: -010.612733 , y: +026.416305 , z: +029.183145, ax: -322 , ay: -1122 , az: -2308, index: 19
x: -010.615298 , y: +026.409252 , z: +029.162626, ax: -336 , ay: -1070 , az: -2162, index: 19
x: -010.596366 , y: +026.414748 , z: +029.130260, ax: -426 , ay: -1040 , az: -2218, index: 19
x: -010.558504 , y: +026.408641 , z: +029.125374, ax: -300 , ay: -1020 , az: -2276, index: 19


x: -006.956397 , y: +021.808519 , z: +027.526198, ax: 2404 , ay: -228 , az: -3896, index: 19
x: -006.734107 , y: +021.749893 , z: +027.267267, ax: 1942 , ay: 58 , az: -4174, index: 19
x: -006.161496 , y: +022.064336 , z: +026.828092, ax: -2150 , ay: 4756 , az: -7056, index: 19
x: -005.821954 , y: +021.608153 , z: +026.811603, ax: 1238 , ay: -244 , az: -3894, index: 19
x: -005.379817 , y: +020.564489 , z: +027.043053, ax: 478 , ay: -376 , az: -3680, index: 19
x: -004.906992 , y: +019.148336 , z: +027.409130, ax: -296 , ay: -972 , az: -3852, index: 19
x: -004.453252 , y: +017.577038 , z: +027.788366, ax: -1206 , ay: -1262 , az: -4122, index: 19
x: -004.018504 , y: +016.165069 , z: +028.027542, ax: -2086 , ay: -1576 , az: -3964, index: 19
x: -003.715603 , y: +015.015756 , z: +028.230290, ax: -3256 , ay: -1604 , az: -4482, index: 19
x: -003.535450 , y: +013.983695 , z: +028.530137, ax: -4216 , ay: -1480 , az: -4528, index: 19
x: -003.438962 , y: +013.110412 , z: +028.889221, ax: -5502 , ay: -1522 , az: -4698, index: 19
x: -003.403053 , y: +012.641038 , z: +029.198931, ax: -6672 , ay: -1492 , az: -4538, index: 19
x: -003.390229 , y: +012.811420 , z: +029.414504, ax: -7952 , ay: -1476 , az: -4572, index: 19
x: -003.396336 , y: +013.731725 , z: +029.570840, ax: -8654 , ay: -1720 , az: -4176, index: 19
x: -003.444427 , y: +015.484183 , z: +029.551603, ax: -8332 , ay: -2002 , az: -3184, index: 19
x: -003.527481 , y: +018.242046 , z: +029.361679, ax: -6934 , ay: -1826 , az: -164, index: 19
x: -003.489008 , y: +022.474107 , z: +029.040458, ax: -1022 , ay: -1154 , az: 3216, index: 19
x: -003.463969 , y: +025.784641 , z: +028.700916, ax: 10770 , ay: -908 , az: 5068, index: 19
x: -003.144580 , y: +026.187695 , z: +028.046260, ax: 16370 , ay: -2096 , az: 7724, index: 19
x: -002.414198 , y: +025.349221 , z: +026.727786, ax: 9628 , ay: -1684 , az: 3936, index: 19
x: -001.768092 , y: +024.338534 , z: +025.667634, ax: 3088 , ay: -1210 , az: -152, index: 20
x: -001.346107 , y: +023.573954 , z: +024.947023, ax: 1940 , ay: -1528 , az: -2404, index: 20
x: -001.104885 , y: +022.749527 , z: +024.417557, ax: 1016 , ay: -1576 , az: -2412, index: 20
x: -001.012672 , y: +021.755939 , z: +024.033435, ax: -740 , ay: -1394 , az: -2686, index: 20
x: -000.962595 , y: +020.764183 , z: +023.809313, ax: -2448 , ay: -1454 , az: -3400, index: 20
x: -000.971756 , y: +020.047847 , z: +023.740305, ax: -3270 , ay: -1290 , az: -3976, index: 20
x: -001.077405 , y: +019.569069 , z: +023.969924, ax: -3154 , ay: -1424 , az: -4514, index: 20
x: -001.369802 , y: +018.957985 , z: +024.561130, ax: -2496 , ay: -1608 , az: -4098, index: 20
x: -001.692244 , y: +018.510351 , z: +024.942198, ax: -1792 , ay: -1288 , az: -3500, index: 20
x: -001.823542 , y: +018.283786 , z: +024.875634, ax: -1748 , ay: -932 , az: -3404, index: 20
x: -001.889496 , y: +018.187298 , z: +024.704641, ax: -2794 , ay: -986 , az: -4472, index: 20
x: -002.054382 , y: +018.382718 , z: +024.651511, ax: -2664 , ay: -1114 , az: -4236, index: 19
x: -002.322412 , y: +018.675756 , z: +024.758595, ax: -1876 , ay: -1058 , az: -3806, index: 19
x: -002.641191 , y: +018.927359 , z: +025.026687, ax: -1412 , ay: -926 , az: -3880, index: 19
x: -002.970962 , y: +019.243084 , z: +025.227603, ax: -1050 , ay: -954 , az: -4388, index: 19
x: -003.336153 , y: +019.729191 , z: +025.096305, ax: -540 , ay: -1002 , az: -4320, index: 19
x: -003.639664 , y: +020.299573 , z: +024.750656, ax: -422 , ay: -646 , az: -3670, index: 19
x: -003.905313 , y: +020.663542 , z: +024.635847, ax: -746 , ay: -374 , az: -3488, index: 19
x: -004.147145 , y: +020.884000 , z: +024.672489, ax: -366 , ay: -542 , az: -4036, index: 19
x: -004.369344 , y: +021.123023 , z: +024.558779, ax: 214 , ay: -480 , az: -3806, index: 19
x: -004.528122 , y: +021.394779 , z: +024.314504, ax: 18 , ay: -342 , az: -3538, index: 19
x: -004.641832 , y: +021.569405 , z: +024.229221, ax: -280 , ay: -290 , az: -3310, index: 19
x: -004.762748 , y: +021.726351 , z: +024.309832, ax: -166 , ay: -488 , az: -3222, index: 19
x: -004.907481 , y: +021.886962 , z: +024.396550, ax: 466 , ay: -428 , az: -3138, index: 19
x: -004.964885 , y: +021.970015 , z: +024.355023, ax: 580 , ay: -318 , az: -2800, index: 19
x: -004.938198 , y: +021.925924 , z: +024.328336, ax: -272 , ay: -334 , az: -2890, index: 19
x: -004.885069 , y: +021.861802 , z: +024.415664, ax: -476 , ay: -648 , az: -2892, index: 19
x: -004.878107 , y: +021.817130 , z: +024.503267, ax: -554 , ay: -1012 , az: -3160, index: 19
x: -004.916580 , y: +021.793924 , z: +024.569221, ax: -578 , ay: -738 , az: -2898, index: 19
x: -004.916580 , y: +021.770718 , z: +024.600977, ax: -756 , ay: -680 , az: -2820, index: 19
x: -004.886046 , y: +021.794534 , z: +024.594260, ax: -894 , ay: -564 , az: -2770, index: 19
x: -004.829252 , y: +021.928885 , z: +024.539908, ax: -964 , ay: -374 , az: -2628, index: 19
x: -004.644824 , y: +022.218351 , z: +024.528916, ax: -910 , ay: -382 , az: -2626, index: 19
x: -004.455115 , y: +022.692336 , z: +024.300916, ax: -584 , ay: -914 , az: -2894, index: 19
x: -004.370840 , y: +023.265160 , z: +023.987023, ax: -934 , ay: -1052 , az: -3270, index: 19
x: -004.343359 , y: +023.806229 , z: +023.903969, ax: -1086 , ay: -500 , az: -3088, index: 19
x: -004.384885 , y: +024.159206 , z: +024.180611, ax: 220 , ay: -466 , az: -3238, index: 19
x: -004.430076 , y: +024.075542 , z: +024.678321, ax: 1650 , ay: -604 , az: -3162, index: 19
x: -004.489924 , y: +023.709740 , z: +025.281069, ax: 1600 , ay: -298 , az: -3306, index: 19
x: -004.452794 , y: +023.324519 , z: +025.822351, ax: 2752 , ay: -198 , az: -3508, index: 19
x: -004.311725 , y: +022.661924 , z: +026.338992, ax: 2726 , ay: -36 , az: -3718, index: 19
x: -003.975237 , y: +022.026198 , z: +026.662656, ax: 2756 , ay: 206 , az: -3620, index: 19
x: -003.591176 , y: +021.342198 , z: +027.044977, ax: 1848 , ay: -578 , az: -3766, index: 19
x: -003.208275 , y: +020.283267 , z: +027.244672, ax: 852 , ay: -1188 , az: -3740, index: 19
x: -002.927359 , y: +019.064336 , z: +027.344824, ax: -1118 , ay: -1412 , az: -4332, index: 19
x: -002.822931 , y: +017.641435 , z: +027.546351, ax: -3314 , ay: -1508 , az: -4444, index: 19
x: -002.832092 , y: +016.440824 , z: +027.846809, ax: -5004 , ay: -1362 , az: -4548, index: 19
x: -002.844916 , y: +015.739969 , z: +028.262962, ax: -5570 , ay: -1114 , az: -4576, index: 19
x: -002.837588 , y: +015.502412 , z: +028.639756, ax: -5986 , ay: -1446 , az: -5128, index: 19
x: -002.877893 , y: +015.708824 , z: +028.917618, ax: -6754 , ay: -1568 , az: -5176, index: 19
x: -002.950351 , y: +016.539206 , z: +029.176672, ax: -8038 , ay: -1792 , az: -5036, index: 19
x: -003.145771 , y: +017.973710 , z: +029.477740, ax: -7736 , ay: -2340 , az: -5124, index: 19
x: -003.636763 , y: +020.084244 , z: +029.391023, ax: -5826 , ay: -2758 , az: -3196, index: 19
x: -004.437649 , y: +023.258290 , z: +028.818412, ax: -2202 , ay: -2002 , az: 900, index: 19
x: -005.139053 , y: +026.385893 , z: +028.383298, ax: 3740 , ay: -346 , az: 3758, index: 19
x: -005.622718 , y: +027.987725 , z: +028.694748, ax: 10402 , ay: 36 , az: 7512, index: 19
x: -005.343664 , y: +027.590901 , z: +028.629191, ax: 13762 , ay: -1242 , az: 7280, index: 19
x: -004.727481 , y: +026.059908 , z: +027.794992, ax: 7338 , ay: -1446 , az: 3462, index: 19
x: -003.935420 , y: +024.570443 , z: +026.741557, ax: 398 , ay: -1158 , az: 516, index: 19
x: -003.310015 , y: +023.848153 , z: +025.911359, ax: -2370 , ay: -1108 , az: -2324, index: 19
x: -002.918870 , y: +023.830198 , z: +025.228458, ax: -2774 , ay: -798 , az: -1858, index: 19
x: -002.554901 , y: +023.551115 , z: +025.025710, ax: -1458 , ay: -1072 , az: -1764, index: 19
x: -002.196427 , y: +023.148672 , z: +025.133191, ax: -1848 , ay: -1832 , az: -3144, index: 19
x: -002.062687 , y: +022.957527 , z: +025.243725, ax: -2040 , ay: -2256 , az: -3590, index: 19
x: -002.115267 , y: +022.993435 , z: +025.167420, ax: -1188 , ay: -1752 , az: -3532, index: 19
x: -002.162901 , y: +023.025802 , z: +025.003756, ax: -1526 , ay: -1258 , az: -3296, index: 19
x: -002.197710 , y: +023.105802 , z: +024.898718, ax: -1818 , ay: -1184 , az: -3734, index: 19
x: -002.281069 , y: +023.344336 , z: +024.794198, ax: -1554 , ay: -1104 , az: -4372, index: 19
x: -002.455725 , y: +023.566015 , z: +024.804580, ax: -1236 , ay: -882 , az: -4106, index: 19
x: -002.629771 , y: +023.820061 , z: +024.970076, ax: -974 , ay: -818 , az: -3842, index: 19
x: -002.822748 , y: +024.130290 , z: +025.152061, ax: -170 , ay: -976 , az: -3850, index: 19
x: -002.990992 , y: +024.416305 , z: +025.085924, ax: 192 , ay: -800 , az: -3770, index: 19
x: -003.069160 , y: +024.713710 , z: +024.916153, ax: -108 , ay: -650 , az: -3368, index: 19
x: -003.042901 , y: +024.959817 , z: +024.871573, ax: -254 , ay: -634 , az: -3590, index: 19
x: -003.104580 , y: +025.150962 , z: +024.981496, ax: -298 , ay: -850 , az: -3732, index: 19
x: -003.256000 , y: +025.348794 , z: +025.029069, ax: 326 , ay: -978 , az: -3176, index: 19
x: -003.441649 , y: +025.417802 , z: +025.029069, ax: 366 , ay: -770 , az: -2922, index: 19
x: -003.561160 , y: +025.406198 , z: +025.129435, ax: -30 , ay: -494 , az: -2422, index: 19
x: -003.660092 , y: +025.321313 , z: +025.324855, ax: 256 , ay: -762 , az: -2414, index: 19
x: -003.749435 , y: +025.143786 , z: +025.412458, ax: 372 , ay: -862 , az: -2520, index: 19


x: -005.617221 , y: +027.262534 , z: +028.845649, ax: 1408 , ay: -814 , az: -2892, index: 19
x: -005.538443 , y: +026.486351 , z: +029.251145, ax: 1398 , ay: -696 , az: -3188, index: 19
x: -005.382107 , y: +025.861008 , z: +029.810534, ax: 3104 , ay: -1570 , az: -3472, index: 19
x: -005.135389 , y: +025.196580 , z: +030.033435, ax: 1924 , ay: -1254 , az: -3518, index: 19
x: -004.809649 , y: +024.683603 , z: +030.022534, ax: 584 , ay: -1220 , az: -3650, index: 19
x: -004.552061 , y: +023.933466 , z: +030.110718, ax: -258 , ay: -1378 , az: -3764, index: 19
x: -004.298015 , y: +022.738351 , z: +030.360489, ax: -1652 , ay: -1310 , az: -3950, index: 19
x: -004.112366 , y: +021.594534 , z: +030.649954, ax: -3218 , ay: -1764 , az: -4600, index: 19
x: -004.068763 , y: +020.677588 , z: +031.113557, ax: -5104 , ay: -1686 , az: -4810, index: 19
x: -004.144489 , y: +020.249496 , z: +031.861649, ax: -5502 , ay: -1574 , az: -4686, index: 19
x: -004.275786 , y: +020.027206 , z: +032.865008, ax: -5888 , ay: -1714 , az: -4466, index: 19
x: -004.448611 , y: +020.091939 , z: +033.923328, ax: -6624 , ay: -1820 , az: -4326, index: 19
x: -004.667908 , y: +020.749191 , z: +034.842198, ax: -6596 , ay: -2016 , az: -3842, index: 19
x: -004.760733 , y: +022.162321 , z: +035.213496, ax: -5820 , ay: -1662 , az: -1886, index: 19
x: -004.753405 , y: +024.296061 , z: +035.483420, ax: -2700 , ay: -2034 , az: 20, index: 19
x: -004.595847 , y: +026.412092 , z: +035.717924, ax: 3400 , ay: -3136 , az: 2198, index: 19
x: -004.575084 , y: +027.511328 , z: +035.478534, ax: 7178 , ay: -4586 , az: 2888, index: 19
x: -004.604092 , y: +028.064214 , z: +034.617008, ax: 7520 , ay: -4214 , az: 3814, index: 19
x: -004.588824 , y: +028.047725 , z: +033.769374, ax: 6092 , ay: -3214 , az: 2820, index: 19
x: -004.509435 , y: +027.167725 , z: +033.393191, ax: 3872 , ay: -2704 , az: 1050, index: 19
x: -004.463634 , y: +026.158260 , z: +033.035328, ax: 1500 , ay: -3010 , az: -1300, index: 19
x: -004.516153 , y: +025.504214 , z: +032.460672, ax: 116 , ay: -2946 , az: -2002, index: 19
x: -004.642565 , y: +024.942382 , z: +031.898840, ax: -656 , ay: -2500 , az: -2088, index: 19
x: -004.761038 , y: +024.328641 , z: +031.558687, ax: -1904 , ay: -2200 , az: -2748, index: 19
x: -004.926534 , y: +023.793679 , z: +031.497008, ax: -2744 , ay: -2106 , az: -3660, index: 19
x: -005.225160 , y: +023.292916 , z: +031.597160, ax: -3016 , ay: -2046 , az: -3914, index: 19
x: -005.555389 , y: +023.072336 , z: +031.484947, ax: -2930 , ay: -1504 , az: -3472, index: 19
x: -005.739206 , y: +023.149282 , z: +031.255939, ax: -3028 , ay: -1152 , az: -4004, index: 19
x: -005.876000 , y: +023.344092 , z: +031.163725, ax: -2860 , ay: -1190 , az: -4376, index: 19
x: -006.119023 , y: +023.706382 , z: +031.117557, ax: -2000 , ay: -1676 , az: -4258, index: 19
x: -006.373069 , y: +024.217527 , z: +030.905038, ax: -908 , ay: -1234 , az: -3336, index: 19
x: -006.475664 , y: +024.676763 , z: +030.607023, ax: -468 , ay: -764 , az: -3154, index: 19
x: -006.521466 , y: +024.997374 , z: +030.434198, ax: -418 , ay: -896 , az: -3460, index: 19
x: -006.564214 , y: +025.258137 , z: +030.370687, ax: -140 , ay: -1226 , az: -3396, index: 19
x: -006.712000 , y: +025.396763 , z: +030.368244, ax: 184 , ay: -1458 , az: -3014, index: 19
x: -006.850656 , y: +025.492489 , z: +030.334595, ax: -26 , ay: -1054 , az: -2862, index: 19
x: -006.908061 , y: +025.618290 , z: +030.252153, ax: -232 , ay: -1022 , az: -3068, index: 19
x: -006.922107 , y: +025.728214 , z: +030.115969, ax: -84 , ay: -1176 , az: -3138, index: 19
x: -006.933099 , y: +025.783176 , z: +030.020092, ax: -338 , ay: -1422 , az: -3102, index: 19
x: -007.029588 , y: +025.792336 , z: +030.096427, ax: -498 , ay: -1584 , az: -3062, index: 19
x: -007.146229 , y: +025.741038 , z: +030.231389, ax: -256 , ay: -1454 , az: -3028, index: 19
x: -007.221954 , y: +025.731267 , z: +030.161160, ax: 32 , ay: -1362 , az: -2900, index: 19
x: -007.205466 , y: +025.766687 , z: +029.937038, ax: -552 , ay: -1264 , az: -2862, index: 19
x: -007.159053 , y: +025.791725 , z: +029.810015, ax: -950 , ay: -1452 , az: -2990, index: 19
x: -007.139511 , y: +025.839359 , z: +029.720855, ax: -510 , ay: -1662 , az: -3142, index: 19
x: -007.143786 , y: +025.855237 , z: +029.684214, ax: -734 , ay: -1460 , az: -2910, index: 19
x: -007.143786 , y: +025.907756 , z: +029.703756, ax: -692 , ay: -1324 , az: -2980, index: 19
x: -007.112031 , y: +025.937069 , z: +029.686046, ax: -180 , ay: -1368 , az: -2660, index: 19
x: -007.096153 , y: +025.946229 , z: +029.625588, ax: -344 , ay: -1370 , az: -2714, index: 19
x: -007.088824 , y: +025.994473 , z: +029.606656, ax: -466 , ay: -1352 , az: -2610, index: 19
x: -007.082107 , y: +026.025008 , z: +029.606656, ax: -302 , ay: -1248 , az: -2564, index: 19
x: -007.046687 , y: +026.059817 , z: +029.530931, ax: -152 , ay: -1332 , az: -2394, index: 19
x: -007.004550 , y: +026.078748 , z: +029.457038, ax: -516 , ay: -1330 , az: -2572, index: 19
x: -006.983786 , y: +026.083634 , z: +029.443603, ax: -502 , ay: -1386 , az: -2614, index: 19
x: -006.972794 , y: +026.072641 , z: +029.457649, ax: -388 , ay: -1340 , az: -2584, index: 19
x: -006.972794 , y: +026.058595 , z: +029.414901, ax: -408 , ay: -1468 , az: -2696, index: 19
x: -006.975847 , y: +026.058595 , z: +029.373985, ax: -604 , ay: -1302 , az: -2652, index: 19
x: -006.989282 , y: +026.051267 , z: +029.402076, ax: -572 , ay: -1330 , az: -2676, index: 19
x: -006.970962 , y: +026.072641 , z: +029.408183, ax: -466 , ay: -1260 , az: -2658, index: 19
x: -006.898504 , y: +026.093802 , z: +029.290840, ax: -290 , ay: -1146 , az: -2558, index: 19
x: -006.648122 , y: +026.424183 , z: +029.012366, ax: -902 , ay: -830 , az: -2266, index: 19
x: -006.194443 , y: +027.005496 , z: +028.464702, ax: -1230 , ay: -1528 , az: -2920, index: 19
x: -005.853313 , y: +027.881405 , z: +027.798473, ax: -452 , ay: -1566 , az: -3150, index: 19
x: -005.724458 , y: +028.286901 , z: +027.385038, ax: 418 , ay: -1452 , az: -2992, index: 19
x: -005.755206 , y: +028.212061 , z: +027.292214, ax: 456 , ay: -1112 , az: -2998, index: 19
x: -005.761924 , y: +027.744275 , z: +027.597557, ax: 816 , ay: -694 , az: -2412, index: 19
x: -005.634290 , y: +026.980916 , z: +027.990229, ax: 1596 , ay: -738 , az: -2484, index: 19
