GX,GY,GZ,AX,AY,AZ,IDX
x: -041.764305 , y: -001.533221 , z: +006.248824, ax: -1166 , ay: 1028 , az: -2910, index: 17
x: -041.247664 , y: -000.473679 , z: +006.287908, ax: 810 , ay: 378 , az: -2716, index: 17
x: -040.680275 , y: +000.487053 , z: +005.944458, ax: 1004 , ay: -1590 , az: -3666, index: 17
x: -040.580122 , y: +001.639420 , z: +005.468122, ax: 696 , ay: -1364 , az: -3294, index: 17
x: -040.794198 , y: +002.360550 , z: +005.502931, ax: 2238 , ay: -316 , az: -2314, index: 17
x: -041.106870 , y: +002.427115 , z: +005.941405, ax: 3780 , ay: 394 , az: -1238, index: 17
x: -041.392305 , y: +002.122534 , z: +006.258748, ax: 4496 , ay: 460 , az: -1560, index: 17
x: -041.576794 , y: +001.636947 , z: +006.247725, ax: 4530 , ay: 960 , az: -1308, index: 17
x: -041.549527 , y: +000.945405 , z: +006.154321, ax: 3508 , ay: 1460 , az: -1934, index: 17
x: -041.289985 , y: +000.062962 , z: +006.244702, ax: 2056 , ay: 1682 , az: -2432, index: 17
x: -040.855176 , y: -000.861618 , z: +006.523786, ax: 1296 , ay: 1282 , az: -3050, index: 17
x: -040.376550 , y: -001.824672 , z: +006.549313, ax: 1886 , ay: 74 , az: -3068, index: 17
x: -039.950901 , y: -003.000855 , z: +006.302595, ax: 142 , ay: -552 , az: -4410, index: 17
x: -039.739725 , y: -004.196550 , z: +006.165099, ax: -1418 , ay: -698 , az: -4776, index: 17
x: -039.700031 , y: -005.646321 , z: +006.463115, ax: -2890 , ay: -454 , az: -5082, index: 17
x: -039.860031 , y: -007.300061 , z: +007.333954, ax: -4342 , ay: -636 , az: -5658, index: 17
x: -040.236214 , y: -008.685099 , z: +008.477160, ax: -4868 , ay: -988 , az: -5986, index: 17
x: -040.813924 , y: -009.544336 , z: +009.437160, ax: -5102 , ay: -1344 , az: -6004, index: 17
x: -041.631481 , y: -009.952153 , z: +010.294473, ax: -6480 , ay: -1370 , az: -5778, index: 17
x: -042.561557 , y: -009.969863 , z: +011.309435, ax: -7762 , ay: -1030 , az: -5044, index: 17
x: -043.640733 , y: -009.462656 , z: +012.595725, ax: -8172 , ay: -1054 , az: -4194, index: 17
x: -044.490198 , y: -007.730137 , z: +013.089771, ax: -5788 , ay: -1010 , az: -1126, index: 17
x: -045.074351 , y: -004.575969 , z: +012.634504, ax: -3328 , ay: -1060 , az: 1746, index: 17
x: -045.539084 , y: -001.311237 , z: +012.671145, ax: -16 , ay: -2002 , az: 4830, index: 17
x: -046.699389 , y: +001.591359 , z: +013.954198, ax: 7316 , ay: -2874 , az: 7672, index: 17
x: -048.204122 , y: +002.522656 , z: +016.024427, ax: 15426 , ay: -2046 , az: 8490, index: 17
x: -048.791603 , y: +000.729679 , z: +016.901985, ax: 14836 , ay: -1346 , az: 8914, index: 17
x: -048.693282 , y: -001.545130 , z: +016.179542, ax: 4164 , ay: -796 , az: 3560, index: 17
x: -048.376336 , y: -002.671237 , z: +015.025344, ax: -2982 , ay: 44 , az: 1092, index: 17
x: -048.045069 , y: -002.841802 , z: +014.401099, ax: -3718 , ay: 688 , az: -908, index: 17
x: -047.570565 , y: -003.043939 , z: +014.128122, ax: -210 , ay: 72 , az: -818, index: 17
x: -046.885985 , y: -003.424519 , z: +013.641954, ax: -394 , ay: -890 , az: -1638, index: 17
x: -046.261252 , y: -003.739023 , z: +012.710656, ax: -1610 , ay: -1452 , az: -2660, index: 17
x: -045.824580 , y: -003.591542 , z: +011.625069, ax: -2434 , ay: -684 , az: -3596, index: 17
x: -045.577252 , y: -003.390015 , z: +010.979573, ax: -2166 , ay: 472 , az: -3302, index: 17
x: -045.204122 , y: -003.377191 , z: +010.677282, ax: -2148 , ay: 800 , az: -2924, index: 17
x: -044.615420 , y: -003.139023 , z: +010.207053, ax: -1502 , ay: 362 , az: -3082, index: 17
x: -043.917405 , y: -002.514901 , z: +009.211023, ax: -752 , ay: -94 , az: -3330, index: 17
x: -043.165038 , y: -001.662992 , z: +007.840641, ax: -1022 , ay: -330 , az: -3122, index: 17
x: -042.396794 , y: -000.640702 , z: +006.506290, ax: -1318 , ay: -62 , az: -2614, index: 17
x: -041.580916 , y: +000.391969 , z: +005.488275, ax: -1628 , ay: 430 , az: -3464, index: 17
x: -041.015267 , y: +001.316153 , z: +005.567756, ax: -2464 , ay: 26 , az: -4634, index: 17
x: -040.646290 , y: +001.983328 , z: +006.038840, ax: -168 , ay: -600 , az: -3362, index: 17
x: -040.442321 , y: +002.512183 , z: +006.235481, ax: 1954 , ay: -1256 , az: -3406, index: 17
x: -040.548580 , y: +002.856000 , z: +005.966168, ax: 2568 , ay: -850 , az: -3116, index: 17
x: -040.802107 , y: +002.887328 , z: +005.605313, ax: 2074 , ay: -206 , az: -2524, index: 17
x: -041.144092 , y: +002.764580 , z: +005.525313, ax: 1184 , ay: 402 , az: -2278, index: 17
x: -041.458534 , y: +002.476824 , z: +005.801466, ax: 1896 , ay: 636 , az: -2336, index: 17
x: -041.676672 , y: +002.095664 , z: +005.945344, ax: 2644 , ay: 516 , az: -2584, index: 17
x: -041.737740 , y: +001.906351 , z: +005.457405, ax: 1800 , ay: 2090 , az: -2774, index: 17
x: -041.747023 , y: +001.937679 , z: +005.048397, ax: 1086 , ay: 1302 , az: -2966, index: 17
x: -041.605344 , y: +001.655542 , z: +004.945191, ax: 688 , ay: 1806 , az: -2972, index: 17
x: -041.297282 , y: +000.776611 , z: +005.272977, ax: 904 , ay: 1856 , az: -3064, index: 17
x: -040.892916 , y: -000.555420 , z: +005.800336, ax: 450 , ay: 948 , az: -3732, index: 17
x: -040.592458 , y: -001.830534 , z: +006.183237, ax: -502 , ay: -106 , az: -4812, index: 17
x: -040.524580 , y: -002.715847 , z: +006.399634, ax: -1610 , ay: -322 , az: -5118, index: 17
x: -040.625344 , y: -003.576305 , z: +006.826504, ax: -2122 , ay: 26 , az: -4654, index: 17
x: -040.757863 , y: -004.764702 , z: +007.625282, ax: -2812 , ay: 96 , az: -4688, index: 17
x: -040.964397 , y: -006.114137 , z: +008.591237, ax: -4056 , ay: -614 , az: -4986, index: 17
x: -041.399817 , y: -007.050931 , z: +009.403450, ax: -6384 , ay: -1544 , az: -5654, index: 17
x: -042.221863 , y: -006.747634 , z: +009.825374, ax: -7798 , ay: -1650 , az: -5700, index: 17
x: -043.250870 , y: -005.237405 , z: +010.136214, ax: -8348 , ay: -1006 , az: -4190, index: 17
x: -044.298626 , y: -003.427237 , z: +010.979420, ax: -8330 , ay: -332 , az: -1262, index: 17
x: -045.047328 , y: -001.223267 , z: +011.659115, ax: -5008 , ay: -644 , az: 3312, index: 17
x: -045.425344 , y: +002.911084 , z: +011.674992, ax: 1546 , ay: -642 , az: 8288, index: 17


x: +025.999573 , y: +017.217924 , z: +015.967145, ax: 3652 , ay: -134 , az: -2088, index: 21
x: +025.976947 , y: +015.939847 , z: +015.903908, ax: 2104 , ay: -118 , az: -2270, index: 21
x: +026.197405 , y: +014.767939 , z: +015.873374, ax: -232 , ay: 480 , az: -2660, index: 21
x: +026.564427 , y: +013.812214 , z: +016.037649, ax: -1314 , ay: 286 , az: -3202, index: 21
x: +026.903359 , y: +012.966412 , z: +016.187267, ax: -1330 , ay: -474 , az: -3394, index: 21
x: +027.198931 , y: +011.994198 , z: +016.202534, ax: -2158 , ay: -592 , az: -3752, index: 21
x: +027.421221 , y: +010.970076 , z: +016.270321, ax: -4076 , ay: -618 , az: -4432, index: 21
x: +027.491450 , y: +010.070534 , z: +016.587878, ax: -5882 , ay: -784 , az: -4660, index: 21
x: +027.409008 , y: +009.566718 , z: +017.212000, ax: -6906 , ay: -838 , az: -4850, index: 21
x: +027.257557 , y: +009.398779 , z: +018.112153, ax: -7194 , ay: -878 , az: -4724, index: 21
x: +027.055664 , y: +009.632580 , z: +019.071145, ax: -8062 , ay: -1220 , az: -4782, index: 21
x: +026.699634 , y: +010.864336 , z: +019.956031, ax: -8584 , ay: -1534 , az: -4246, index: 21
x: +026.211023 , y: +013.450382 , z: +020.642779, ax: -5744 , ay: -1602 , az: -786, index: 21
x: +025.777435 , y: +016.603359 , z: +020.962168, ax: 870 , ay: -1080 , az: 2580, index: 21
x: +025.544214 , y: +019.023176 , z: +020.721405, ax: 6884 , ay: -1766 , az: 4874, index: 21
x: +025.304214 , y: +020.248214 , z: +020.473466, ax: 7682 , ay: -2056 , az: 5128, index: 21
x: +024.896885 , y: +020.706229 , z: +020.728122, ax: 7934 , ay: -1464 , az: 5334, index: 21
x: +024.603145 , y: +020.181649 , z: +021.155603, ax: 7748 , ay: -654 , az: 3894, index: 21
x: +024.509160 , y: +019.010321 , z: +021.068000, ax: 4598 , ay: -272 , az: 1436, index: 21
x: +024.601985 , y: +018.162076 , z: +020.158076, ax: 796 , ay: -220 , az: -442, index: 21
x: +024.770229 , y: +018.015878 , z: +019.107420, ax: -800 , ay: 82 , az: -1104, index: 21
x: +025.019695 , y: +017.706656 , z: +018.435603, ax: -740 , ay: -50 , az: -1560, index: 21
x: +025.281069 , y: +016.953679 , z: +018.190718, ax: -1248 , ay: -490 , az: -1932, index: 21
x: +025.482595 , y: +016.419939 , z: +018.053924, ax: -1698 , ay: -906 , az: -2572, index: 21
x: +025.582137 , y: +016.267267 , z: +017.786443, ax: -1388 , ay: -952 , az: -2788, index: 21
x: +025.649924 , y: +016.368641 , z: +017.338198, ax: -1376 , ay: -664 , az: -2662, index: 21
x: +025.720763 , y: +016.561618 , z: +017.023695, ax: -1840 , ay: -386 , az: -2632, index: 21
x: +025.750076 , y: +016.812611 , z: +016.941252, ax: -1404 , ay: -422 , az: -2686, index: 21
x: +025.770229 , y: +017.036122 , z: +016.910718, ax: -992 , ay: -446 , az: -2886, index: 21
x: +025.776336 , y: +017.183298 , z: +016.940641, ax: -1244 , ay: -226 , az: -2878, index: 21
x: +025.809313 , y: +017.501466 , z: +016.871023, ax: -898 , ay: -374 , az: -2990, index: 21
x: +025.792824 , y: +017.862382 , z: +016.684763, ax: -684 , ay: -630 , az: -3142, index: 21
x: +025.728427 , y: +018.197130 , z: +016.564672, ax: -1152 , ay: -370 , az: -3226, index: 21
x: +025.620336 , y: +018.551328 , z: +016.675206, ax: -1498 , ay: -156 , az: -2958, index: 21
x: +025.528641 , y: +018.998260 , z: +016.906687, ax: -1040 , ay: -216 , az: -2726, index: 21
x: +025.496885 , y: +019.528947 , z: +017.036153, ax: -74 , ay: -198 , az: -2376, index: 21
x: +025.489924 , y: +020.062687 , z: +017.033832, ax: 198 , ay: -358 , az: -2292, index: 21
x: +025.452061 , y: +020.677649 , z: +017.015511, ax: 1098 , ay: -372 , az: -1782, index: 21
x: +025.445099 , y: +021.134809 , z: +016.955176, ax: 1652 , ay: 136 , az: -1306, index: 21
x: +025.602656 , y: +021.308855 , z: +016.891053, ax: 2496 , ay: 110 , az: -1020, index: 21
x: +025.798168 , y: +021.152794 , z: +016.904977, ax: 2408 , ay: -194 , az: -1446, index: 21
x: +026.025954 , y: +021.095389 , z: +016.804214, ax: 1970 , ay: -166 , az: -1638, index: 21
x: +026.294046 , y: +021.045924 , z: +016.558107, ax: 2510 , ay: -302 , az: -1382, index: 21
x: +026.606718 , y: +020.648977 , z: +016.244824, ax: 2424 , ay: -260 , az: -1832, index: 21
x: +026.964580 , y: +020.458443 , z: +015.537038, ax: 2236 , ay: -838 , az: -1886, index: 21
x: +027.252336 , y: +020.196794 , z: +014.719023, ax: 1618 , ay: -334 , az: -2546, index: 21
x: +027.483176 , y: +019.286870 , z: +014.474137, ax: 772 , ay: 646 , az: -1822, index: 21
x: +027.794137 , y: +018.154412 , z: +014.443969, ax: 1216 , ay: -24 , az: -2242, index: 21
x: +028.170931 , y: +016.916550 , z: +014.206412, ax: 718 , ay: -84 , az: -2426, index: 21
x: +028.582840 , y: +015.612366 , z: +013.938382, ax: -542 , ay: 94 , az: -2830, index: 21
x: +028.999328 , y: +014.059389 , z: +014.016550, ax: -1954 , ay: -96 , az: -3380, index: 21
x: +029.208183 , y: +012.457008 , z: +014.538107, ax: -2692 , ay: -310 , az: -4024, index: 21
x: +029.312000 , y: +010.613954 , z: +015.416885, ax: -3304 , ay: -218 , az: -4168, index: 21
x: +029.513527 , y: +008.842351 , z: +016.557038, ax: -4956 , ay: 42 , az: -4466, index: 21
x: +029.854290 , y: +007.568458 , z: +017.836427, ax: -6260 , ay: 134 , az: -4306, index: 21
x: +030.302168 , y: +006.898382 , z: +019.068092, ax: -6702 , ay: -208 , az: -4368, index: 21
x: +030.787053 , y: +006.701130 , z: +020.150840, ax: -7310 , ay: -1254 , az: -4892, index: 21
x: +031.077130 , y: +007.082198 , z: +021.029618, ax: -7922 , ay: -2146 , az: -4640, index: 21
x: +031.033771 , y: +008.351817 , z: +021.734962, ax: -8282 , ay: -2414 , az: -3614, index: 21
x: +030.750412 , y: +011.104183 , z: +022.220458, ax: -5358 , ay: -2506 , az: -724, index: 21
x: +030.385832 , y: +014.830595 , z: +022.915420, ax: -340 , ay: -1148 , az: 2258, index: 21
x: +029.955298 , y: +017.954870 , z: +023.264733, ax: 8308 , ay: -1992 , az: 4538, index: 21
x: +029.764763 , y: +019.838229 , z: +022.724275, ax: 11558 , ay: -1600 , az: 5580, index: 21
x: +029.760489 , y: +020.416550 , z: +021.405802, ax: 11356 , ay: -1890 , az: 4198, index: 21
x: +029.983389 , y: +019.928000 , z: +020.306565, ax: 4968 , ay: -210 , az: 2794, index: 21
x: +030.322779 , y: +019.094321 , z: +019.742656, ax: 1624 , ay: 126 , az: 88, index: 21
x: +030.669710 , y: +018.458473 , z: +019.253588, ax: 148 , ay: -76 , az: -1138, index: 21
