GX,GY,GZ,AX,AY,AZ,IDX
x: +155.100580 , y: +150.031542 , z: +034.161130, ax: -80 , ay: -400 , az: -1400, index: 28
x: +155.100580 , y: +150.003450 , z: +034.183115, ax: -184 , ay: -506 , az: -1466, index: 28
x: +155.074931 , y: +149.992550 , z: +034.230565, ax: 40 , ay: -382 , az: -1208, index: 28
x: +155.080733 , y: +149.936855 , z: +034.253771, ax: 92 , ay: -328 , az: -1106, index: 28
x: +155.121038 , y: +149.886168 , z: +034.210412, ax: -60 , ay: -432 , az: -1364, index: 28
x: +155.130198 , y: +149.830595 , z: +034.173771, ax: -124 , ay: -524 , az: -1440, index: 28


x: +154.825588 , y: +149.536672 , z: +033.657893, ax: 1568 , ay: 104 , az: -2564, index: 28
x: +154.915359 , y: +148.936366 , z: +033.661557, ax: 1074 , ay: 320 , az: -2734, index: 28
x: +155.086351 , y: +148.424000 , z: +033.770260, ax: 1368 , ay: 806 , az: -2456, index: 28
x: +155.341008 , y: +147.795603 , z: +033.956519, ax: 572 , ay: -52 , az: -3140, index: 28
x: +155.613374 , y: +147.125069 , z: +034.076824, ax: 86 , ay: -538 , az: -3584, index: 28
x: +155.882076 , y: +146.478351 , z: +034.006595, ax: -948 , ay: -748 , az: -3894, index: 28
x: +156.152000 , y: +145.801710 , z: +033.875298, ax: -2284 , ay: -762 , az: -4210, index: 28
x: +156.439267 , y: +145.077130 , z: +033.850931, ax: -3720 , ay: -638 , az: -4562, index: 28
x: +156.646290 , y: +144.555603 , z: +034.065893, ax: -4902 , ay: -864 , az: -5074, index: 28
x: +156.696305 , y: +144.474168 , z: +034.444214, ax: -5006 , ay: -900 , az: -4794, index: 28
x: +156.661496 , y: +144.955389 , z: +034.818565, ax: -5030 , ay: -820 , az: -4380, index: 28
x: +156.588397 , y: +145.792183 , z: +035.423878, ax: -4836 , ay: -746 , az: -3216, index: 28
x: +156.414351 , y: +146.877374 , z: +036.002198, ax: -3552 , ay: -1252 , az: -2380, index: 28
x: +155.965496 , y: +148.691389 , z: +035.932305, ax: -1052 , ay: -1860 , az: -262, index: 28
x: +155.190260 , y: +151.172916 , z: +035.603359, ax: -442 , ay: -1904 , az: 1396, index: 28
x: +153.756977 , y: +153.384824 , z: +036.152977, ax: 2132 , ay: -1318 , az: 3460, index: 28
x: +152.011634 , y: +155.005588 , z: +037.170382, ax: 7636 , ay: 80 , az: 7598, index: 28
x: +150.742626 , y: +155.106962 , z: +037.752366, ax: 10264 , ay: 1404 , az: 9330, index: 28
x: +150.867817 , y: +153.667573 , z: +037.415267, ax: 9758 , ay: 1624 , az: 9552, index: 28
x: +152.197893 , y: +152.102992 , z: +036.112061, ax: 3630 , ay: 758 , az: 5278, index: 28
x: +153.498046 , y: +150.695359 , z: +034.805802, ax: -426 , ay: -476 , az: 1936, index: 28
x: +154.662015 , y: +149.501466 , z: +034.146870, ax: -2826 , ay: -578 , az: 374, index: 28
x: +155.504153 , y: +148.440702 , z: +034.332519, ax: -2348 , ay: -1180 , az: -900, index: 28
x: +156.113954 , y: +147.435908 , z: +034.827542, ax: -1082 , ay: -1606 , az: -914, index: 28
x: +156.532885 , y: +146.618198 , z: +035.021740, ax: -658 , ay: -1872 , az: -1608, index: 28
x: +156.864397 , y: +145.980183 , z: +034.790260, ax: -938 , ay: -1454 , az: -1842, index: 28
x: +157.174626 , y: +145.471481 , z: +034.337130, ax: -1544 , ay: -1030 , az: -2350, index: 28
x: +157.468305 , y: +145.030321 , z: +033.975481, ax: -2256 , ay: -956 , az: -3042, index: 28
x: +157.604885 , y: +144.743053 , z: +033.763237, ax: -2172 , ay: -1198 , az: -3354, index: 28
x: +157.592702 , y: +144.743053 , z: +033.577282, ax: -1828 , ay: -940 , az: -3214, index: 28
x: +157.534076 , y: +144.865802 , z: +033.476519, ax: -790 , ay: -742 , az: -3106, index: 28
x: +157.428275 , y: +144.837588 , z: +033.376489, ax: -94 , ay: -1070 , az: -3218, index: 28
x: +157.218809 , y: +144.867511 , z: +033.053435, ax: 66 , ay: -1178 , az: -3156, index: 28
x: +156.884763 , y: +144.965221 , z: +032.683969, ax: -100 , ay: -690 , az: -2930, index: 28
x: +156.495756 , y: +144.924916 , z: +032.545954, ax: -324 , ay: -142 , az: -2722, index: 28
x: +156.121924 , y: +144.819756 , z: +032.491450, ax: -230 , ay: 128 , az: -2516, index: 28
x: +155.868489 , y: +144.792275 , z: +032.316183, ax: -350 , ay: 372 , az: -2390, index: 28
x: +155.734137 , y: +144.761740 , z: +032.100000, ax: -482 , ay: 332 , az: -2620, index: 28
x: +155.645588 , y: +144.649374 , z: +031.999847, ax: -630 , ay: 78 , az: -2698, index: 28
x: +155.571908 , y: +144.596000 , z: +031.981863, ax: -930 , ay: 156 , az: -2624, index: 28
x: +155.443664 , y: +144.673588 , z: +032.058168, ax: -1198 , ay: 408 , az: -2246, index: 28
x: +155.501069 , y: +144.767634 , z: +032.119237, ax: -958 , ay: 408 , az: -1786, index: 28
x: +155.727634 , y: +144.809160 , z: +032.083817, ax: -1448 , ay: 100 , az: -2356, index: 28
x: +155.937099 , y: +145.140763 , z: +031.830382, ax: -1264 , ay: -554 , az: -2536, index: 28
x: +155.967237 , y: +145.746718 , z: +031.438595, ax: -708 , ay: -988 , az: -2682, index: 28
x: +155.727237 , y: +146.446565 , z: +031.086229, ax: -618 , ay: -398 , az: -2424, index: 28
x: +155.416397 , y: +147.134809 , z: +030.898748, ax: -268 , ay: 532 , az: -1552, index: 28
x: +155.252733 , y: +147.665496 , z: +030.786382, ax: 236 , ay: 856 , az: -1386, index: 28
x: +155.206931 , y: +148.046565 , z: +030.640427, ax: 242 , ay: 582 , az: -1690, index: 28
x: +155.227695 , y: +148.494198 , z: +030.338137, ax: 94 , ay: 394 , az: -1668, index: 28
x: +155.216702 , y: +148.963206 , z: +030.076153, ax: -126 , ay: 308 , az: -1916, index: 28
x: +155.186168 , y: +149.363817 , z: +029.974779, ax: -112 , ay: 528 , az: -1654, index: 28
x: +155.211817 , y: +149.763206 , z: +029.894168, ax: 154 , ay: 380 , az: -1484, index: 28
x: +155.244885 , y: +150.133344 , z: +029.733466, ax: 288 , ay: 36 , az: -1708, index: 28
x: +155.248550 , y: +150.519298 , z: +029.518504, ax: 116 , ay: 4 , az: -1674, index: 28
x: +155.205038 , y: +150.856366 , z: +029.393191, ax: -48 , ay: 134 , az: -1644, index: 28
x: +155.121374 , y: +151.165985 , z: +029.375481, ax: 138 , ay: 154 , az: -1580, index: 28
x: +155.030992 , y: +151.448122 , z: +029.363878, ax: 464 , ay: 148 , az: -1408, index: 28
x: +154.966260 , y: +151.697282 , z: +029.285710, ax: 456 , ay: 310 , az: -1338, index: 28
x: +154.939573 , y: +151.931664 , z: +029.177802, ax: 322 , ay: 330 , az: -1406, index: 28
x: +154.897435 , y: +152.139298 , z: +029.126504, ax: 82 , ay: 238 , az: -1432, index: 28
x: +154.833313 , y: +152.297466 , z: +029.212000, ax: -94 , ay: 364 , az: -1384, index: 28
x: +154.784580 , y: +152.415817 , z: +029.358779, ax: -10 , ay: 402 , az: -1236, index: 28
x: +154.779084 , y: +152.537344 , z: +029.480916, ax: -20 , ay: 348 , az: -1304, index: 28
x: +154.788855 , y: +152.704672 , z: +029.493130, ax: 104 , ay: 196 , az: -1314, index: 28
x: +154.813282 , y: +152.908641 , z: +029.394809, ax: 128 , ay: 150 , az: -1358, index: 28
x: +154.788244 , y: +153.063756 , z: +029.391145, ax: -74 , ay: 262 , az: -1214, index: 28
x: +154.747053 , y: +153.155420 , z: +029.511817, ax: 146 , ay: 454 , az: -1036, index: 28
x: +154.758656 , y: +153.239695 , z: +029.627237, ax: 454 , ay: 404 , az: -862, index: 28
x: +154.793466 , y: +153.266565 , z: +029.671817, ax: 478 , ay: 412 , az: -986, index: 28
x: +154.890351 , y: +153.275847 , z: +029.605679, ax: 268 , ay: 272 , az: -1090, index: 28
x: +154.950809 , y: +153.198901 , z: +029.548275, ax: -72 , ay: 178 , az: -1108, index: 28
x: +154.966076 , y: +152.993710 , z: +029.627664, ax: -274 , ay: 282 , az: -1158, index: 28
x: +154.948977 , y: +152.795237 , z: +029.791328, ax: 66 , ay: 248 , az: -1044, index: 28
x: +154.980305 , y: +152.611908 , z: +029.850504, ax: 272 , ay: 142 , az: -1182, index: 28
x: +155.040153 , y: +152.552672 , z: +029.798595, ax: 132 , ay: 120 , az: -1118, index: 28
x: +155.102443 , y: +152.552672 , z: +029.723481, ax: -178 , ay: 132 , az: -1168, index: 28
x: +155.140305 , y: +152.516031 , z: +029.750962, ax: -196 , ay: 156 , az: -1084, index: 28
x: +155.169618 , y: +152.506870 , z: +029.805313, ax: -132 , ay: 84 , az: -1120, index: 28
x: +155.189160 , y: +152.556336 , z: +029.827298, ax: -156 , ay: 80 , az: -1088, index: 28
x: +155.189160 , y: +152.654046 , z: +029.820580, ax: 18 , ay: 4 , az: -1058, index: 28
x: +155.166534 , y: +152.769496 , z: +029.784611, ax: 144 , ay: 36 , az: -1034, index: 28
x: +155.136366 , y: +152.819969 , z: +029.796214, ax: -4 , ay: 122 , az: -940, index: 28
x: +155.105038 , y: +152.755573 , z: +029.896000, ax: -212 , ay: 164 , az: -936, index: 28
x: +155.057405 , y: +152.705496 , z: +030.022412, ax: 14 , ay: 76 , az: -1042, index: 28
x: +155.010992 , y: +152.696947 , z: +030.076763, ax: 46 , ay: 60 , az: -958, index: 28
x: +154.972122 , y: +152.696947 , z: +030.076763, ax: -40 , ay: 110 , az: -888, index: 28
x: +154.928611 , y: +152.718412 , z: +030.094748, ax: -116 , ay: 172 , az: -992, index: 28
x: +154.861435 , y: +152.712916 , z: +030.160702, ax: -54 , ay: 166 , az: -954, index: 28
x: +154.800519 , y: +152.725679 , z: +030.240183, ax: -116 , ay: 238 , az: -1016, index: 28
x: +154.732122 , y: +152.732397 , z: +030.284153, ax: 80 , ay: 216 , az: -962, index: 28
x: +154.685710 , y: +152.748275 , z: +030.271328, ax: -14 , ay: 280 , az: -968, index: 28
x: +154.652641 , y: +152.773221 , z: +030.260885, ax: -132 , ay: 250 , az: -980, index: 28
x: +154.614779 , y: +152.805588 , z: +030.294473, ax: -300 , ay: 258 , az: -1052, index: 28
x: +154.576916 , y: +152.856275 , z: +030.360427, ax: -138 , ay: 230 , az: -994, index: 28
x: +154.553099 , y: +152.917344 , z: +030.376916, ax: 158 , ay: 212 , az: -902, index: 28
x: +154.553099 , y: +152.973618 , z: +030.328183, ax: 88 , ay: 204 , az: -946, index: 28
x: +154.565924 , y: +153.005374 , z: +030.286656, ax: -138 , ay: 288 , az: -968, index: 28
x: +154.571725 , y: +153.002473 , z: +030.316824, ax: -168 , ay: 258 , az: -1082, index: 28
x: +154.547908 , y: +153.013466 , z: +030.396824, ax: -126 , ay: 180 , az: -1118, index: 28


x: +073.291023 , y: +145.814748 , z: +057.472855, ax: 426 , ay: -692 , az: -2926, index: 24
x: +073.424763 , y: +145.070931 , z: +057.891176, ax: 104 , ay: -432 , az: -3510, index: 24
x: +073.633008 , y: +144.285588 , z: +058.578809, ax: 340 , ay: 456 , az: -2652, index: 24
x: +074.024611 , y: +143.653221 , z: +059.291237, ax: -210 , ay: -296 , az: -3278, index: 24
x: +074.505221 , y: +143.143908 , z: +059.848183, ax: -208 , ay: -990 , az: -3572, index: 24
x: +074.929649 , y: +142.696885 , z: +060.033832, ax: -552 , ay: -1446 , az: -4322, index: 24
x: +075.145740 , y: +142.141588 , z: +060.117191, ax: -1704 , ay: -1436 , az: -4670, index: 24
x: +075.115206 , y: +141.510137 , z: +060.464061, ax: -2852 , ay: -1264 , az: -4328, index: 24
x: +074.973496 , y: +140.888794 , z: +061.211725, ax: -3378 , ay: -1236 , az: -4176, index: 24
x: +074.766473 , y: +140.352000 , z: +062.061191, ax: -3814 , ay: -1528 , az: -4700, index: 24
x: +074.452275 , y: +140.030107 , z: +062.782565, ax: -4988 , ay: -1636 , az: -4774, index: 24
x: +074.106656 , y: +140.284672 , z: +063.144214, ax: -5878 , ay: -1516 , az: -4540, index: 24
x: +073.856885 , y: +141.150015 , z: +063.181466, ax: -6552 , ay: -1532 , az: -3762, index: 24
x: +073.607450 , y: +142.800519 , z: +063.055786, ax: -6970 , ay: -1800 , az: -2698, index: 24
x: +073.257527 , y: +145.234107 , z: +063.047237, ax: -4646 , ay: -1980 , az: -948, index: 24
x: +072.577191 , y: +148.574229 , z: +063.015817, ax: 226 , ay: -2464 , az: 2332, index: 24
x: +071.669832 , y: +151.241191 , z: +063.106901, ax: 6374 , ay: -2644 , az: 4650, index: 24
x: +070.706076 , y: +152.512092 , z: +063.119725, ax: 9004 , ay: -1592 , az: 6822, index: 23
x: +070.159573 , y: +152.758656 , z: +062.652122, ax: 8086 , ay: -690 , az: 6578, index: 23
x: +070.104611 , y: +152.703084 , z: +061.751969, ax: 5960 , ay: 554 , az: 5258, index: 23
x: +070.582779 , y: +152.224305 , z: +060.751664, ax: 3652 , ay: 414 , az: 2770, index: 23
x: +071.244733 , y: +151.479389 , z: +059.822840, ax: 1178 , ay: 114 , az: 700, index: 24
x: +071.918321 , y: +150.941985 , z: +059.079634, ax: -636 , ay: -154 , az: -774, index: 24
x: +072.307603 , y: +150.686137 , z: +058.772153, ax: -320 , ay: -746 , az: -1160, index: 24
x: +072.611115 , y: +150.247664 , z: +058.712916, ax: 374 , ay: -1002 , az: -762, index: 24
x: +072.858443 , y: +149.673618 , z: +058.598107, ax: 210 , ay: -1168 , az: -1006, index: 24
x: +073.108214 , y: +149.273618 , z: +058.278107, ax: -138 , ay: -904 , az: -1116, index: 24
x: +073.402565 , y: +148.949954 , z: +057.915969, ax: -282 , ay: -620 , az: -1310, index: 24
x: +073.732947 , y: +148.493771 , z: +057.700397, ax: -868 , ay: -618 , az: -1756, index: 24
x: +074.031573 , y: +148.103542 , z: +057.615511, ax: -1288 , ay: -752 , az: -2124, index: 24
x: +074.279084 , y: +147.885527 , z: +057.568061, ax: -1038 , ay: -918 , az: -2274, index: 24
x: +074.445802 , y: +147.707817 , z: +057.493557, ax: -622 , ay: -844 , az: -2502, index: 24
x: +074.624733 , y: +147.534382 , z: +057.386076, ax: -1114 , ay: -790 , az: -2552, index: 24
x: +074.783511 , y: +147.520947 , z: +057.249893, ax: -942 , ay: -878 , az: -2706, index: 24
x: +074.914198 , y: +147.538656 , z: +057.049588, ax: -470 , ay: -812 , az: -2980, index: 24
x: +074.929466 , y: +147.538656 , z: +056.860275, ax: -576 , ay: -774 , az: -2976, index: 24
x: +074.829435 , y: +147.616885 , z: +056.790382, ax: -342 , ay: -288 , az: -2540, index: 24
x: +074.753099 , y: +147.563756 , z: +056.817252, ax: 34 , ay: -14 , az: -2132, index: 24
x: +074.763542 , y: +147.400733 , z: +056.810870, ax: -170 , ay: -72 , az: -2198, index: 24
x: +074.869802 , y: +147.338443 , z: +056.702779, ax: -438 , ay: -130 , az: -2324, index: 24
x: +074.971176 , y: +147.326229 , z: +056.631939, ax: -490 , ay: -506 , az: -2564, index: 24
x: +074.957130 , y: +147.193710 , z: +056.693008, ax: -422 , ay: -676 , az: -2590, index: 24
x: +074.872244 , y: +147.149740 , z: +056.834687, ax: -932 , ay: -870 , az: -2870, index: 24
x: +074.699420 , y: +147.177832 , z: +057.073466, ax: -826 , ay: -822 , az: -2622, index: 24
x: +074.522321 , y: +147.237069 , z: +057.282931, ax: -362 , ay: -768 , az: -2524, index: 24
x: +074.347053 , y: +147.279817 , z: +057.392855, ax: -176 , ay: -744 , az: -2540, index: 24
x: +074.207206 , y: +147.361649 , z: +057.395908, ax: -324 , ay: -652 , az: -2506, index: 24
x: +074.096672 , y: +147.437985 , z: +057.365985, ax: -220 , ay: -746 , az: -2450, index: 24
x: +073.961710 , y: +147.359206 , z: +057.403847, ax: -236 , ay: -768 , az: -2580, index: 24
x: +073.812092 , y: +147.207145 , z: +057.438656, ax: -334 , ay: -748 , az: -2556, index: 24
x: +073.713160 , y: +147.249282 , z: +057.375145, ax: -418 , ay: -634 , az: -2370, index: 24
x: +073.687511 , y: +147.346382 , z: +057.334840, ax: -382 , ay: -488 , az: -2342, index: 24
x: +073.733924 , y: +147.388519 , z: +057.384305, ax: -448 , ay: -574 , az: -2404, index: 24
x: +073.776672 , y: +147.451420 , z: +057.450870, ax: -422 , ay: -712 , az: -2434, index: 24
x: +073.834687 , y: +147.572947 , z: +057.478962, ax: -300 , ay: -692 , az: -2266, index: 24
x: +073.898198 , y: +147.695695 , z: +057.539420, ax: -282 , ay: -722 , az: -2200, index: 24
x: +073.956824 , y: +147.839817 , z: +057.587053, ax: -142 , ay: -992 , az: -2310, index: 24
x: +073.994656 , y: +147.982809 , z: +057.593466, ax: -16 , ay: -906 , az: -2280, index: 24
x: +073.983634 , y: +148.054168 , z: +057.631176, ax: -268 , ay: -966 , az: -2286, index: 24
x: +073.944550 , y: +148.088366 , z: +057.743542, ax: -26 , ay: -834 , az: -2080, index: 24
x: +073.895084 , y: +148.084092 , z: +057.852855, ax: 134 , ay: -880 , az: -2078, index: 24
x: +073.825466 , y: +148.090198 , z: +057.821710, ax: 340 , ay: -918 , az: -1996, index: 24
x: +073.796763 , y: +148.137832 , z: +057.669649, ax: 104 , ay: -530 , az: -1836, index: 24
x: +073.833313 , y: +148.137832 , z: +057.600031, ax: -298 , ay: -330 , az: -1876, index: 24
x: +073.908977 , y: +148.085893 , z: +057.666076, ax: -310 , ay: -412 , az: -1994, index: 24
x: +074.001191 , y: +148.040702 , z: +057.733863, ax: -110 , ay: -684 , az: -2044, index: 24
x: +074.089740 , y: +148.003450 , z: +057.788214, ax: -194 , ay: -780 , az: -1982, index: 24
x: +074.164244 , y: +147.950321 , z: +057.893863, ax: -316 , ay: -726 , az: -2010, index: 24
x: +074.234473 , y: +147.904519 , z: +058.023939, ax: -330 , ay: -632 , az: -2130, index: 24
x: +074.322412 , y: +147.897802 , z: +058.103939, ax: -76 , ay: -588 , az: -1996, index: 24
x: +074.457374 , y: +147.850779 , z: +058.086840, ax: -114 , ay: -542 , az: -1824, index: 24
x: +074.618595 , y: +147.768947 , z: +058.053863, ax: -476 , ay: -626 , az: -2086, index: 24
x: +074.754168 , y: +147.721313 , z: +058.070351, ax: -640 , ay: -688 , az: -2374, index: 24
x: +074.856763 , y: +147.740244 , z: +058.085008, ax: -242 , ay: -654 , az: -2014, index: 24
x: +074.968519 , y: +147.756122 , z: +058.027603, ax: -160 , ay: -528 , az: -1878, index: 24
x: +075.094931 , y: +147.734748 , z: +057.911573, ax: -96 , ay: -528 , az: -1942, index: 24
x: +075.253710 , y: +147.703603 , z: +057.766229, ax: -118 , ay: -540 , az: -1896, index: 24
x: +075.400275 , y: +147.632153 , z: +057.634321, ax: -100 , ay: -678 , az: -1980, index: 24
x: +075.520580 , y: +147.561313 , z: +057.528061, ax: -92 , ay: -732 , az: -1872, index: 24
x: +075.605863 , y: +147.473710 , z: +057.451481, ax: 26 , ay: -822 , az: -1914, index: 24
x: +075.658382 , y: +147.370504 , z: +057.359267, ax: -64 , ay: -844 , az: -1918, index: 24
x: +075.713344 , y: +147.313710 , z: +057.217588, ax: -246 , ay: -820 , az: -2012, index: 24
x: +075.755481 , y: +147.256916 , z: +057.116824, ax: -478 , ay: -854 , az: -2008, index: 24
x: +075.771359 , y: +147.208672 , z: +057.093618, ax: -502 , ay: -944 , az: -1928, index: 24
x: +075.751206 , y: +147.134779 , z: +057.157740, ax: -552 , ay: -868 , az: -2006, index: 24
x: +075.733496 , y: +147.128061 , z: +057.245069, ax: -574 , ay: -812 , az: -2084, index: 24
x: +075.740214 , y: +147.167145 , z: +057.291481, ax: -414 , ay: -750 , az: -2016, index: 24
x: +075.765252 , y: +147.254473 , z: +057.279267, ax: -314 , ay: -808 , az: -1974, index: 24
x: +075.787847 , y: +147.375389 , z: +057.287817, ax: -374 , ay: -830 , az: -2160, index: 24
x: +075.778076 , y: +147.476763 , z: +057.361099, ax: -160 , ay: -690 , az: -1942, index: 24
x: +075.767084 , y: +147.534168 , z: +057.461863, ax: 92 , ay: -704 , az: -1988, index: 24
x: +075.763420 , y: +147.559817 , z: +057.530260, ax: -8 , ay: -648 , az: -1902, index: 24
x: +075.769802 , y: +147.587084 , z: +057.599298, ax: -180 , ay: -594 , az: -2038, index: 24
x: +075.756366 , y: +147.574260 , z: +057.709221, ax: -66 , ay: -670 , az: -1934, index: 24
x: +075.739878 , y: +147.544947 , z: +057.833802, ax: 14 , ay: -646 , az: -1844, index: 24
x: +075.730107 , y: +147.521130 , z: +057.914412, ax: -6 , ay: -684 , az: -1742, index: 24
x: +075.726046 , y: +147.510107 , z: +057.922534, ax: -148 , ay: -806 , az: -1910, index: 24
x: +075.704672 , y: +147.504000 , z: +057.916427, ax: -572 , ay: -758 , az: -2128, index: 24
x: +075.664366 , y: +147.547969 , z: +057.913374, ax: -694 , ay: -750 , az: -2218, index: 24
x: +075.599023 , y: +147.627359 , z: +057.936580, ax: -616 , ay: -742 , az: -2140, index: 24


x: +072.348427 , y: +147.735664 , z: +056.373924, ax: 730 , ay: -274 , az: -3082, index: 24
x: +072.201252 , y: +147.029099 , z: +056.546748, ax: 828 , ay: -442 , az: -3414, index: 24
x: +072.153099 , y: +146.343939 , z: +056.735878, ax: 1128 , ay: -892 , az: -3414, index: 24
x: +072.087053 , y: +145.484061 , z: +056.978901, ax: 430 , ay: -1154 , az: -3532, index: 24
x: +071.912397 , y: +144.507573 , z: +057.226840, ax: -104 , ay: -1544 , az: -3830, index: 24
x: +071.613160 , y: +143.430321 , z: +057.495542, ax: -1400 , ay: -1212 , az: -4302, index: 24
x: +071.213771 , y: +142.483756 , z: +057.904702, ax: -2926 , ay: -1094 , az: -4460, index: 24
x: +070.713618 , y: +141.635420 , z: +058.527328, ax: -4088 , ay: -1036 , az: -4792, index: 23
x: +070.135237 , y: +141.062809 , z: +059.208305, ax: -4676 , ay: -1106 , az: -4830, index: 23
x: +069.537985 , y: +141.062809 , z: +059.660824, ax: -5050 , ay: -932 , az: -4672, index: 23
x: +068.938901 , y: +141.667389 , z: +059.922198, ax: -5222 , ay: -908 , az: -3956, index: 23
x: +068.198931 , y: +142.660000 , z: +060.315908, ax: -5776 , ay: -1284 , az: -3740, index: 23
x: +067.247481 , y: +143.907023 , z: +060.882015, ax: -5532 , ay: -1686 , az: -3242, index: 23
x: +065.986840 , y: +145.846076 , z: +061.193008, ax: -4168 , ay: -1856 , az: -1538, index: 23
x: +064.539603 , y: +148.580244 , z: +061.374473, ax: -2458 , ay: -1152 , az: 1180, index: 23
x: +063.102046 , y: +151.200092 , z: +062.311267, ax: 868 , ay: -530 , az: 3136, index: 23
x: +061.703298 , y: +153.289802 , z: +063.272580, ax: 8166 , ay: -770 , az: 6302, index: 23
x: +060.508794 , y: +154.868427 , z: +062.934260, ax: 13098 , ay: -1402 , az: 8594, index: 23
x: +060.246198 , y: +155.164611 , z: +061.315328, ax: 11274 , ay: -302 , az: 8482, index: 23
x: +060.547878 , y: +154.129496 , z: +060.065252, ax: 4642 , ay: 1146 , az: 4646, index: 23
x: +061.190321 , y: +152.593008 , z: +059.580366, ax: 376 , ay: 1252 , az: 1488, index: 23
x: +061.727115 , y: +151.209802 , z: +059.538840, ax: -1736 , ay: 646 , az: -1240, index: 23
x: +062.172916 , y: +150.485527 , z: +059.563878, ax: -966 , ay: 312 , az: -1186, index: 23
x: +062.861771 , y: +149.910870 , z: +059.423420, ax: 46 , ay: -194 , az: -1004, index: 23
x: +063.577679 , y: +149.132305 , z: +059.145527, ax: -654 , ay: -702 , az: -1630, index: 23
x: +064.290351 , y: +148.590626 , z: +058.617893, ax: -1470 , ay: -900 , az: -2144, index: 23
x: +064.880916 , y: +148.291176 , z: +057.963206, ax: -1608 , ay: -658 , az: -2528, index: 23
x: +065.415267 , y: +148.107969 , z: +057.312214, ax: -1284 , ay: -60 , az: -2168, index: 23
x: +066.042443 , y: +147.956519 , z: +056.735725, ax: -1716 , ay: 372 , az: -2018, index: 23
x: +066.740458 , y: +147.940641 , z: +056.163511, ax: -1452 , ay: 372 , az: -2208, index: 23
x: +067.561221 , y: +148.120794 , z: +055.404427, ax: -824 , ay: 132 , az: -2146, index: 23
x: +068.385038 , y: +148.255145 , z: +054.661221, ax: -1388 , ay: -102 , az: -2604, index: 23
x: +069.034809 , y: +148.429802 , z: +054.136031, ax: -1466 , ay: -462 , az: -2706, index: 23
x: +069.493435 , y: +148.652092 , z: +053.904580, ax: -1196 , ay: -304 , az: -2798, index: 23
x: +069.864702 , y: +148.850229 , z: +053.819298, ax: -494 , ay: -148 , az: -2488, index: 23
x: +070.207908 , y: +148.956489 , z: +053.724641, ax: -386 , ay: 12 , az: -2374, index: 23
x: +070.544397 , y: +149.136336 , z: +053.633557, ax: -506 , ay: 26 , az: -2302, index: 23
x: +070.884550 , y: +149.301832 , z: +053.628061, ax: -202 , ay: -172 , az: -2476, index: 23
x: +071.203939 , y: +149.404427 , z: +053.713557, ax: -106 , ay: -196 , az: -2546, index: 24
x: +071.468977 , y: +149.540611 , z: +053.826534, ax: -158 , ay: -362 , az: -2872, index: 24
x: +071.677832 , y: +149.751298 , z: +053.888824, ax: 212 , ay: -276 , az: -2632, index: 24
x: +071.878748 , y: +149.970534 , z: +053.800885, ax: 564 , ay: -176 , az: -2426, index: 24
x: +072.119969 , y: +150.253893 , z: +053.512641, ax: 606 , ay: -26 , az: -2150, index: 24
x: +072.373496 , y: +150.444763 , z: +053.283481, ax: 0 , ay: 28 , az: -2222, index: 24
x: +072.608458 , y: +150.436061 , z: +053.268397, ax: -200 , ay: 100 , az: -2168, index: 24
x: +072.838076 , y: +150.378656 , z: +053.335573, ax: -474 , ay: -198 , az: -2500, index: 24
x: +073.034718 , y: +150.470870 , z: +053.314198, ax: -428 , ay: -370 , az: -2472, index: 24
x: +073.184947 , y: +150.640031 , z: +053.164580, ax: -128 , ay: -290 , az: -2246, index: 24
x: +073.343725 , y: +150.800641 , z: +052.988092, ax: -312 , ay: -8 , az: -2000, index: 24
x: +073.508489 , y: +150.899847 , z: +052.928336, ax: -506 , ay: 4 , az: -2028, index: 24
x: +073.656885 , y: +150.979847 , z: +052.941771, ax: -406 , ay: -218 , az: -2244, index: 24
x: +073.759481 , y: +151.121527 , z: +052.936885, ax: -288 , ay: -322 , az: -2238, index: 24
x: +073.802840 , y: +151.254656 , z: +052.949710, ax: -256 , ay: -270 , az: -2122, index: 24
x: +073.826046 , y: +151.398779 , z: +052.981466, ax: -174 , ay: -136 , az: -1916, index: 24
x: +073.822992 , y: +151.503206 , z: +053.074290, ax: -40 , ay: -138 , az: -1790, index: 24
x: +073.791847 , y: +151.541069 , z: +053.219023, ax: 168 , ay: -146 , az: -1682, index: 24
x: +073.760519 , y: +151.577038 , z: +053.340855, ax: 342 , ay: -16 , az: -1644, index: 24
x: +073.740366 , y: +151.600244 , z: +053.444061, ax: 318 , ay: 62 , az: -1584, index: 24
x: +073.740366 , y: +151.610015 , z: +053.507573, ax: 330 , ay: 198 , az: -1480, index: 24
x: +073.771695 , y: +151.622779 , z: +053.523237, ax: 144 , ay: 278 , az: -1462, index: 24
x: +073.848275 , y: +151.655847 , z: +053.546443, ax: -16 , ay: 426 , az: -1386, index: 24
x: +073.970412 , y: +151.651573 , z: +053.591634, ax: -112 , ay: 408 , az: -1428, index: 24
x: +074.098626 , y: +151.651573 , z: +053.661252, ax: -350 , ay: 502 , az: -1648, index: 24
x: +074.279389 , y: +151.716916 , z: +053.736366, ax: -258 , ay: 592 , az: -1450, index: 24
x: +074.596947 , y: +151.888519 , z: +053.786443, ax: -228 , ay: 788 , az: -1088, index: 24
x: +075.021985 , y: +152.008824 , z: +053.816366, ax: 66 , ay: 312 , az: -1298, index: 24
