GX,GY,GZ,AX,AY,AZ,IDX
x: +148.875389 , y: +138.538595 , z: +044.777496, ax: -308 , ay: -482 , az: -1508, index: 28
x: +148.875389 , y: +138.526382 , z: +044.841618, ax: -278 , ay: -570 , az: -1592, index: 28
x: +148.863206 , y: +138.541130 , z: +044.855084, ax: 12 , ay: -770 , az: -1530, index: 28
x: +148.884092 , y: +138.568977 , z: +044.790107, ax: 16 , ay: -588 , az: -1404, index: 28


x: +148.777740 , y: +137.969252 , z: +044.747847, ax: -282 , ay: -314 , az: -1714, index: 28
x: +148.743542 , y: +137.430015 , z: +045.511206, ax: -378 , ay: -470 , az: -1904, index: 28
x: +148.709344 , y: +137.159481 , z: +046.255023, ax: 228 , ay: -666 , az: -2140, index: 28
x: +148.728275 , y: +137.097191 , z: +046.725252, ax: 1594 , ay: -1066 , az: -2402, index: 28
x: +148.829588 , y: +137.009344 , z: +046.953527, ax: 2200 , ay: -1070 , az: -2592, index: 28
x: +148.942565 , y: +136.433466 , z: +047.144061, ax: 2022 , ay: -832 , az: -2986, index: 28
x: +149.092611 , y: +135.350443 , z: +047.631389, ax: 1128 , ay: -450 , az: -3280, index: 28
x: +149.289252 , y: +134.019145 , z: +048.402687, ax: 498 , ay: -652 , az: -3568, index: 28
x: +149.515817 , y: +132.591359 , z: +049.271695, ax: 122 , ay: -980 , az: -3790, index: 28
x: +149.735053 , y: +131.145252 , z: +050.090626, ax: -592 , ay: -1256 , az: -3852, index: 28
x: +149.928061 , y: +129.646076 , z: +050.911389, ax: -1446 , ay: -1318 , az: -3920, index: 28
x: +150.017832 , y: +128.186656 , z: +051.684702, ax: -2446 , ay: -1438 , az: -4364, index: 28
x: +149.913405 , y: +126.926809 , z: +052.296000, ax: -4256 , ay: -1344 , az: -4804, index: 28
x: +149.567786 , y: +126.174656 , z: +052.741008, ax: -6066 , ay: -1180 , az: -4782, index: 28
x: +149.207420 , y: +126.080397 , z: +052.768580, ax: -6248 , ay: -1192 , az: -4104, index: 28
x: +149.126626 , y: +126.686992 , z: +051.917679, ax: -6296 , ay: -1206 , az: -3480, index: 28
x: +149.356824 , y: +127.998931 , z: +050.372336, ax: -7348 , ay: -1806 , az: -3002, index: 28
x: +149.381832 , y: +130.232305 , z: +048.446748, ax: -7050 , ay: -2736 , az: -2974, index: 28
x: +148.902443 , y: +133.409099 , z: +046.905374, ax: -5052 , ay: -2202 , az: -208, index: 28
x: +147.927145 , y: +137.037771 , z: +046.439206, ax: -318 , ay: -1312 , az: 2410, index: 28
x: +146.470046 , y: +139.599603 , z: +047.012641, ax: 7314 , ay: -456 , az: 5858, index: 28
x: +145.297527 , y: +140.654870 , z: +047.381496, ax: 12602 , ay: 106 , az: 8708, index: 28
x: +145.068519 , y: +140.210901 , z: +046.719511, ax: 11488 , ay: 922 , az: 8580, index: 28
x: +145.757374 , y: +138.862504 , z: +045.343634, ax: 6226 , ay: 706 , az: 4942, index: 28
x: +146.766840 , y: +137.201435 , z: +044.160122, ax: -370 , ay: 124 , az: 1284, index: 28
x: +147.516153 , y: +136.058229 , z: +043.641038, ax: -3104 , ay: -412 , az: -1084, index: 28
x: +148.014382 , y: +135.541405 , z: +043.741710, ax: -2000 , ay: -580 , az: -1164, index: 28
x: +148.433924 , y: +134.905679 , z: +044.214382, ax: -858 , ay: -636 , az: -1234, index: 28
x: +148.830870 , y: +134.221099 , z: +044.605832, ax: -1248 , ay: -788 , az: -1800, index: 28
x: +149.263695 , y: +133.805588 , z: +044.839237, ax: -1654 , ay: -924 , az: -2098, index: 28
x: +149.665099 , y: +133.504214 , z: +045.018137, ax: -1594 , ay: -1158 , az: -2528, index: 28
x: +149.939298 , y: +133.409557 , z: +044.930198, ax: -1236 , ay: -1210 , az: -2816, index: 28
x: +150.216947 , y: +133.638473 , z: +044.353099, ax: -1220 , ay: -618 , az: -3088, index: 28
x: +150.545252 , y: +133.989863 , z: +043.640061, ax: -1386 , ay: -382 , az: -3312, index: 28
x: +150.830443 , y: +134.369099 , z: +043.045863, ax: -1232 , ay: -392 , az: -3018, index: 28
x: +151.124122 , y: +134.789099 , z: +042.516855, ax: -636 , ay: -488 , az: -3024, index: 28
x: +151.438626 , y: +135.226962 , z: +041.984336, ax: -118 , ay: -424 , az: -2724, index: 28
x: +151.872733 , y: +135.707878 , z: +041.388000, ax: -54 , ay: -664 , az: -2790, index: 28
x: +152.179908 , y: +136.117649 , z: +040.932427, ax: -118 , ay: -1038 , az: -3068, index: 28
x: +152.268458 , y: +136.509710 , z: +040.674718, ax: -358 , ay: -1046 , az: -2918, index: 28
x: +152.178046 , y: +136.909832 , z: +040.801038, ax: -482 , ay: -544 , az: -2700, index: 28
x: +152.080947 , y: +137.282351 , z: +041.226687, ax: -352 , ay: -306 , az: -2408, index: 28
x: +152.007053 , y: +137.604794 , z: +041.702412, ax: 122 , ay: -720 , az: -2518, index: 28
x: +151.811634 , y: +137.705557 , z: +042.018137, ax: 158 , ay: -536 , az: -2726, index: 28
x: +151.703542 , y: +137.941282 , z: +041.950351, ax: 314 , ay: -586 , az: -2336, index: 28
x: +151.574076 , y: +138.220366 , z: +041.816000, ax: 22 , ay: -574 , az: -2248, index: 28
x: +151.409802 , y: +138.529374 , z: +041.776916, ax: 188 , ay: -548 , az: -2364, index: 28
x: +151.191176 , y: +138.751664 , z: +041.914321, ax: 96 , ay: -690 , az: -2192, index: 28
x: +150.948733 , y: +138.884794 , z: +042.070046, ax: 198 , ay: -608 , az: -2094, index: 28
x: +150.724611 , y: +139.094870 , z: +041.974168, ax: 332 , ay: -398 , az: -2002, index: 28
x: +150.548122 , y: +139.264641 , z: +041.615695, ax: 384 , ay: -42 , az: -1716, index: 28
x: +150.472397 , y: +139.309221 , z: +041.202870, ax: -264 , ay: 76 , az: -1738, index: 28
x: +150.408885 , y: +139.350137 , z: +040.975084, ax: -844 , ay: -230 , az: -1866, index: 28
x: +150.275756 , y: +139.494870 , z: +041.008672, ax: -712 , ay: -266 , az: -1842, index: 28
x: +150.102931 , y: +139.620061 , z: +041.225466, ax: -194 , ay: -268 , az: -1700, index: 28
x: +149.925313 , y: +139.725863 , z: +041.381924, ax: 496 , ay: -14 , az: -1390, index: 28
x: +149.869618 , y: +139.800702 , z: +041.319847, ax: 684 , ay: -2 , az: -1222, index: 28
x: +149.900763 , y: +139.836733 , z: +041.080458, ax: 366 , ay: -78 , az: -1340, index: 28
x: +149.949618 , y: +139.909405 , z: +040.814809, ax: 114 , ay: -218 , az: -1436, index: 28
x: +149.964275 , y: +139.978412 , z: +040.602290, ax: 14 , ay: -240 , az: -1410, index: 28
x: +149.928244 , y: +139.993069 , z: +040.463664, ax: -2 , ay: -214 , az: -1558, index: 28
x: +149.823817 , y: +139.877038 , z: +040.420153, ax: -134 , ay: -154 , az: -1568, index: 28
x: +149.641069 , y: +139.760336 , z: +040.479145, ax: -486 , ay: -38 , az: -1318, index: 28
x: +149.488397 , y: +139.807359 , z: +040.559756, ax: -338 , ay: -94 , az: -1386, index: 28
x: +149.274046 , y: +139.751176 , z: +040.761282, ax: -100 , ay: -168 , az: -1614, index: 28
x: +148.960153 , y: +139.530107 , z: +041.197313, ax: -432 , ay: -106 , az: -1572, index: 28
x: +148.705496 , y: +139.403084 , z: +041.636397, ax: 400 , ay: -296 , az: -1232, index: 28
x: +148.506412 , y: +139.367053 , z: +041.803725, ax: 588 , ay: -378 , az: -1444, index: 28
x: +148.310840 , y: +139.413221 , z: +041.824244, ax: 256 , ay: -68 , az: -1306, index: 28
x: +148.229618 , y: +139.485740 , z: +041.795817, ax: 232 , ay: 58 , az: -1184, index: 28
x: +148.198473 , y: +139.480244 , z: +041.734748, ax: 338 , ay: -82 , az: -1386, index: 28
x: +148.181374 , y: +139.494901 , z: +041.618718, ax: -6 , ay: -166 , az: -1472, index: 28
x: +148.144824 , y: +139.548275 , z: +041.562443, ax: -240 , ay: -84 , az: -1474, index: 28
x: +148.128336 , y: +139.539725 , z: +041.616794, ax: -112 , ay: -130 , az: -1444, index: 28
x: +148.132183 , y: +139.524336 , z: +041.713618, ax: -156 , ay: -248 , az: -1458, index: 28
x: +148.129130 , y: +139.573802 , z: +041.720947, ax: -154 , ay: -258 , az: -1482, index: 28
x: +148.138290 , y: +139.636092 , z: +041.664153, ax: -124 , ay: -184 , az: -1488, index: 28
x: +148.151756 , y: +139.657252 , z: +041.664153, ax: -360 , ay: -148 , az: -1404, index: 28
x: +148.195725 , y: +139.690229 , z: +041.775298, ax: -458 , ay: -142 , az: -1344, index: 28
x: +148.231145 , y: +139.728702 , z: +041.935908, ax: -126 , ay: -354 , az: -1536, index: 28
x: +148.249099 , y: +139.767176 , z: +042.035939, ax: 56 , ay: -266 , az: -1466, index: 28
x: +148.283328 , y: +139.857679 , z: +042.039420, ax: -118 , ay: -214 , az: -1444, index: 28
x: +148.312824 , y: +139.925649 , z: +042.150992, ax: -396 , ay: -222 , az: -1328, index: 28
x: +148.350076 , y: +139.950076 , z: +042.385496, ax: -94 , ay: -376 , az: -1410, index: 28
x: +148.346412 , y: +139.901832 , z: +042.670687, ax: -30 , ay: -478 , az: -1584, index: 28
x: +148.354351 , y: +139.947023 , z: +042.805038, ax: 68 , ay: -376 , az: -1374, index: 28
x: +148.358626 , y: +140.016031 , z: +042.805038, ax: 50 , ay: -422 , az: -1374, index: 28
x: +148.353130 , y: +140.020305 , z: +042.832519, ax: -200 , ay: -424 , az: -1486, index: 28
x: +148.327481 , y: +140.034351 , z: +042.988855, ax: -348 , ay: -396 , az: -1362, index: 28
x: +148.273740 , y: +140.050229 , z: +043.259389, ax: -236 , ay: -412 , az: -1314, index: 28
x: +148.257069 , y: +140.068183 , z: +043.519725, ax: 232 , ay: -366 , az: -1270, index: 28
x: +148.278443 , y: +140.096275 , z: +043.591176, ax: 444 , ay: -396 , az: -1256, index: 28
x: +148.341954 , y: +140.112153 , z: +043.482473, ax: 274 , ay: -476 , az: -1370, index: 28
x: +148.420122 , y: +140.099328 , z: +043.357893, ax: -150 , ay: -424 , az: -1320, index: 28
x: +148.453099 , y: +140.086504 , z: +043.343847, ax: -310 , ay: -518 , az: -1414, index: 28
x: +148.465924 , y: +140.078565 , z: +043.419573, ax: -150 , ay: -444 , az: -1288, index: 28
x: +148.483878 , y: +140.052916 , z: +043.527298, ax: -82 , ay: -478 , az: -1360, index: 28
x: +148.521130 , y: +140.043145 , z: +043.574931, ax: -180 , ay: -502 , az: -1410, index: 28
x: +148.546168 , y: +140.051084 , z: +043.574931, ax: -128 , ay: -638 , az: -1424, index: 28
x: +148.565099 , y: +140.080397 , z: +043.552336, ax: -126 , ay: -586 , az: -1410, index: 28


x: +148.798137 , y: +142.869038 , z: +042.967634, ax: 1190 , ay: -678 , az: -1602, index: 28
x: +148.751969 , y: +142.811328 , z: +042.943908, ax: 1484 , ay: -508 , az: -1450, index: 28
x: +148.722656 , y: +142.657435 , z: +042.955511, ax: 1650 , ay: -452 , az: -1750, index: 28
x: +148.753802 , y: +142.364916 , z: +043.014137, ax: 1838 , ay: -282 , az: -2238, index: 28
x: +149.129374 , y: +142.286748 , z: +042.856580, ax: -1332 , ay: 4164 , az: -5140, index: 28
x: +149.348672 , y: +141.324916 , z: +043.107939, ax: 2014 , ay: 28 , az: -2510, index: 28
x: +149.665618 , y: +139.952092 , z: +043.642901, ax: 1656 , ay: 92 , az: -3346, index: 28
x: +149.975237 , y: +138.307511 , z: +044.356794, ax: 1394 , ay: -356 , az: -3894, index: 28
x: +150.191420 , y: +136.606748 , z: +045.086565, ax: 848 , ay: -404 , az: -4042, index: 28
x: +150.388061 , y: +134.927359 , z: +045.796794, ax: 528 , ay: -294 , az: -3652, index: 28
x: +150.639053 , y: +133.119725 , z: +046.555267, ax: -304 , ay: -234 , az: -3626, index: 28
x: +150.928519 , y: +131.190565 , z: +047.341832, ax: -2062 , ay: -296 , az: -3964, index: 28
x: +151.292733 , y: +129.335511 , z: +048.126687, ax: -3978 , ay: -446 , az: -4042, index: 28
x: +151.741588 , y: +127.876092 , z: +048.923084, ax: -5946 , ay: -588 , az: -4184, index: 28
x: +152.211817 , y: +127.124336 , z: +049.711481, ax: -7448 , ay: -1258 , az: -4406, index: 28
x: +152.634382 , y: +127.339145 , z: +050.200733, ax: -8056 , ay: -2228 , az: -4008, index: 28
x: +152.865221 , y: +128.615176 , z: +050.138534, ax: -8004 , ay: -2792 , az: -3640, index: 28
x: +152.940885 , y: +130.599115 , z: +049.684550, ax: -7746 , ay: -2326 , az: -1688, index: 28
x: +152.847450 , y: +133.295908 , z: +049.230198, ax: -6496 , ay: -2160 , az: 58, index: 28
x: +152.331420 , y: +136.763389 , z: +048.753863, ax: 564 , ay: -2126 , az: 3588, index: 28
x: +151.676763 , y: +139.275145 , z: +048.465618, ax: 8622 , ay: -2350 , az: 6738, index: 28
x: +150.869466 , y: +140.032427 , z: +048.489985, ax: 11790 , ay: -1614 , az: 8098, index: 28
x: +150.387634 , y: +139.411969 , z: +048.502809, ax: 10296 , ay: 172 , az: 7490, index: 28
x: +150.677710 , y: +137.838840 , z: +048.084489, ax: 6648 , ay: 720 , az: 5258, index: 28
x: +151.496031 , y: +135.992733 , z: +047.159298, ax: 1396 , ay: -180 , az: 1836, index: 28
x: +152.283817 , y: +134.771969 , z: +046.138840, ax: -2028 , ay: -900 , az: -766, index: 28
x: +152.798076 , y: +134.224366 , z: +045.400794, ax: -2164 , ay: -1504 , az: -1532, index: 28
x: +153.065557 , y: +133.905588 , z: +045.062473, ax: -1298 , ay: -1510 , az: -1804, index: 28
x: +153.249588 , y: +133.314382 , z: +044.920122, ax: -578 , ay: -1146 , az: -1544, index: 28
x: +153.543267 , y: +132.578901 , z: +044.671969, ax: -606 , ay: -932 , az: -1398, index: 28
x: +153.918229 , y: +131.977374 , z: +044.240214, ax: -896 , ay: -1286 , az: -1954, index: 28
x: +154.261924 , y: +131.508641 , z: +043.674656, ax: -1408 , ay: -1326 , az: -2540, index: 28
x: +154.472611 , y: +131.172763 , z: +043.392519, ax: -2342 , ay: -770 , az: -2958, index: 28
x: +154.604702 , y: +130.962443 , z: +043.495115, ax: -2402 , ay: -570 , az: -3120, index: 28
x: +154.739359 , y: +130.897679 , z: +043.726595, ax: -1664 , ay: -928 , az: -3228, index: 28
x: +154.798595 , y: +130.994168 , z: +043.697282, ax: -1006 , ay: -1108 , az: -3398, index: 28
x: +154.835786 , y: +131.316702 , z: +043.357435, ax: -1266 , ay: -996 , az: -3356, index: 28
x: +154.865282 , y: +131.747603 , z: +042.984885, ax: -1392 , ay: -950 , az: -3258, index: 28
x: +154.898260 , y: +132.071878 , z: +042.829771, ax: -1778 , ay: -1152 , az: -3290, index: 28
x: +154.814901 , y: +132.467511 , z: +042.898382, ax: -2368 , ay: -1234 , az: -3588, index: 28
x: +154.559695 , y: +132.988183 , z: +043.231176, ax: -2556 , ay: -1026 , az: -3350, index: 28
x: +154.299359 , y: +133.736489 , z: +043.593466, ax: -1628 , ay: -900 , az: -3038, index: 28
x: +154.136305 , y: +134.581069 , z: +043.672855, ax: -454 , ay: -1212 , az: -3176, index: 28
x: +153.922137 , y: +135.435176 , z: +043.520244, ax: -22 , ay: -1404 , az: -3476, index: 28
x: +153.612519 , y: +136.269374 , z: +043.294901, ax: 110 , ay: -1264 , az: -3124, index: 28
x: +153.169160 , y: +137.065710 , z: +043.156275, ax: 350 , ay: -916 , az: -2806, index: 28
x: +152.711145 , y: +137.762504 , z: +043.067115, ax: 980 , ay: -296 , az: -2036, index: 28
x: +152.399511 , y: +138.326137 , z: +042.938229, ax: 1192 , ay: 102 , az: -1874, index: 28
x: +152.309740 , y: +138.702931 , z: +042.694565, ax: 1108 , ay: 2 , az: -1830, index: 28
x: +152.309740 , y: +139.004611 , z: +042.323267, ax: 1024 , ay: -420 , az: -2036, index: 28
x: +152.342107 , y: +139.307511 , z: +041.898229, ax: 478 , ay: -346 , az: -2136, index: 28
x: +152.348214 , y: +139.523084 , z: +041.669832, ax: 128 , ay: -370 , az: -2104, index: 28
x: +152.329282 , y: +139.662321 , z: +041.602046, ax: 312 , ay: -322 , az: -1978, index: 28
x: +152.358779 , y: +139.775817 , z: +041.553954, ax: 338 , ay: -476 , az: -1860, index: 28
x: +152.374656 , y: +139.805740 , z: +041.497771, ax: 288 , ay: -574 , az: -2024, index: 28
x: +152.351450 , y: +139.845435 , z: +041.418992, ax: 8 , ay: -598 , az: -1906, index: 28
x: +152.323023 , y: +139.906931 , z: +041.370840, ax: -94 , ay: -412 , az: -1788, index: 28
x: +152.280275 , y: +139.944183 , z: +041.387939, ax: -102 , ay: -456 , az: -1716, index: 28
x: +152.245649 , y: +140.049344 , z: +041.395634, ax: 32 , ay: -412 , az: -1596, index: 28
x: +152.183573 , y: +140.115481 , z: +041.403176, ax: 112 , ay: -428 , az: -1726, index: 28
x: +152.117008 , y: +140.182046 , z: +041.406840, ax: 170 , ay: -204 , az: -1298, index: 28
x: +152.085252 , y: +140.182046 , z: +041.471573, ax: 114 , ay: -186 , az: -1392, index: 28
x: +152.065099 , y: +140.113038 , z: +041.565618, ax: 202 , ay: -288 , az: -1248, index: 28
x: +152.081771 , y: +140.099573 , z: +041.568824, ax: 140 , ay: -356 , az: -1390, index: 28
x: +152.103145 , y: +140.076977 , z: +041.524855, ax: -2 , ay: -406 , az: -1348, index: 28
x: +152.132153 , y: +140.076977 , z: +041.494107, ax: -196 , ay: -404 , az: -1328, index: 28
x: +152.164214 , y: +140.083389 , z: +041.508855, ax: -286 , ay: -478 , az: -1408, index: 28
x: +152.169099 , y: +140.088275 , z: +041.565649, ax: -198 , ay: -542 , az: -1348, index: 28
x: +152.177649 , y: +140.133466 , z: +041.609008, ax: -16 , ay: -462 , az: -1380, index: 28
x: +152.187420 , y: +140.139573 , z: +041.630382, ax: -78 , ay: -548 , az: -1294, index: 28
